Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Prior_purchases,Product_importance,Gender,ArrivedLate
C,Ship,4,1,3,high,M,No
C,Ship,2,2,4,medium,M,Yes
D,Ship,5,2,4,low,M,No
F,Ship,5,5,10,medium,F,Yes
F,Flight,6,3,5,low,F,No
D,Road,4,4,3,medium,F,Yes
A,Ship,2,5,4,medium,M,Yes
B,Flight,5,3,2,low,M,Yes
A,Flight,4,3,2,low,F,Yes
A,Ship,5,3,10,medium,F,No
C,Flight,6,4,4,medium,M,Yes
B,Ship,3,2,10,low,F,No
A,Ship,4,2,4,low,M,Yes
D,Flight,3,3,5,medium,F,No
F,Flight,5,4,3,medium,F,No
C,Flight,5,2,4,low,F,No
B,Ship,5,4,2,medium,M,No
F,Flight,4,2,3,medium,F,No
C,Flight,6,1,3,medium,F,Yes
D,Ship,5,1,6,medium,F,No
F,Ship,3,2,6,low,F,Yes
A,Ship,6,3,4,high,F,No
A,Ship,3,5,7,low,F,Yes
C,Ship,4,5,10,high,M,No
B,Flight,2,3,2,medium,F,Yes
F,Road,7,2,4,low,F,Yes
A,Flight,3,2,3,medium,F,Yes
B,Ship,7,1,5,medium,F,Yes
A,Flight,3,1,4,low,F,Yes
C,Road,5,3,4,medium,F,Yes
B,Flight,6,2,4,medium,M,Yes
A,Flight,4,2,5,low,F,No
F,Road,3,5,2,low,F,No
F,Road,5,2,2,medium,M,No
C,Flight,3,1,3,medium,M,Yes
D,Road,5,3,6,low,M,No
F,Flight,3,2,4,low,F,Yes
F,Flight,3,3,7,high,F,Yes
A,Ship,4,1,4,medium,M,No
D,Flight,5,2,3,low,M,Yes
D,Ship,4,3,5,medium,F,Yes
C,Ship,5,1,5,medium,M,No
B,Road,4,5,3,high,M,No
A,Ship,5,3,3,medium,M,Yes
B,Road,5,4,4,low,F,Yes
D,Road,5,1,3,low,F,Yes
F,Ship,2,1,5,low,F,Yes
F,Ship,5,5,3,high,M,Yes
A,Flight,4,4,3,medium,M,Yes
F,Road,6,4,3,low,M,No
B,Road,5,4,5,low,M,No
F,Flight,4,5,10,medium,M,Yes
D,Road,3,1,2,medium,M,Yes
D,Flight,4,1,3,low,M,Yes
F,Ship,2,2,3,high,M,Yes
F,Flight,5,1,3,medium,F,No
F,Ship,3,5,3,high,F,Yes
C,Ship,2,1,3,low,F,Yes
A,Ship,2,1,2,medium,F,No
F,Road,5,3,5,medium,M,Yes
C,Ship,2,3,2,low,M,Yes
A,Flight,4,3,10,high,F,Yes
F,Flight,4,4,3,low,F,Yes
F,Flight,3,5,3,medium,F,Yes
B,Ship,4,3,3,high,M,Yes
B,Flight,3,3,2,low,M,Yes
A,Ship,4,1,4,low,F,No
B,Ship,4,4,5,medium,F,Yes
B,Flight,3,3,2,medium,F,Yes
B,Flight,3,2,5,medium,M,No
F,Road,2,2,3,low,F,Yes
C,Ship,5,5,8,low,M,Yes
C,Ship,2,2,3,medium,F,Yes
B,Flight,4,2,5,medium,M,No
D,Flight,3,1,3,medium,F,Yes
D,Road,2,2,6,low,F,No
B,Ship,5,1,5,low,M,No
A,Ship,5,2,5,low,F,No
D,Ship,3,2,10,high,F,No
D,Ship,6,3,3,medium,F,No
A,Flight,2,2,4,high,M,No
C,Ship,5,3,5,medium,F,Yes
C,Road,4,4,3,medium,F,Yes
F,Ship,5,5,10,high,F,No
F,Ship,6,1,5,medium,F,No
F,Road,3,1,6,low,M,Yes
B,Flight,4,4,2,medium,M,Yes
D,Road,3,3,3,low,F,Yes
C,Ship,4,5,5,medium,M,No
F,Road,5,2,5,medium,M,No
A,Flight,5,3,6,medium,F,Yes
F,Ship,5,4,7,medium,F,Yes
A,Ship,2,1,2,medium,M,Yes
D,Road,4,5,4,medium,M,No
F,Ship,2,3,3,medium,M,Yes
D,Flight,5,1,2,high,M,Yes
D,Ship,4,4,7,low,M,Yes
A,Ship,6,4,5,medium,F,Yes
B,Flight,2,2,3,low,M,Yes
D,Ship,4,5,5,medium,M,Yes
B,Ship,2,4,3,high,F,Yes
B,Flight,4,1,2,low,M,No
A,Road,4,5,2,low,M,Yes
D,Ship,4,2,6,medium,F,No
F,Flight,4,4,8,medium,M,Yes
D,Ship,3,3,5,low,M,Yes
D,Road,4,2,2,medium,F,Yes
C,Ship,3,2,2,low,F,No
F,Road,4,4,10,high,F,Yes
F,Road,5,4,4,high,F,Yes
C,Flight,4,3,2,low,M,Yes
C,Flight,3,4,3,low,M,Yes
D,Ship,5,2,5,medium,M,Yes
C,Flight,3,3,2,high,M,Yes
D,Road,5,5,8,low,M,No
C,Ship,6,1,5,medium,F,No
B,Flight,7,2,4,medium,F,No
F,Ship,5,4,4,low,F,Yes
F,Road,6,4,4,medium,F,No
D,Ship,7,2,4,medium,M,No
C,Road,3,1,3,low,M,No
C,Flight,4,3,2,medium,M,Yes
D,Road,3,5,4,low,M,Yes
F,Ship,5,3,6,medium,F,No
B,Road,4,2,2,medium,M,No
F,Ship,3,1,8,high,M,Yes
B,Road,3,2,3,medium,F,Yes
F,Ship,3,5,5,low,M,Yes
D,Ship,6,3,4,medium,F,Yes
A,Ship,5,1,5,medium,M,No
F,Road,3,1,10,medium,F,Yes
F,Road,5,1,3,low,F,No
C,Ship,3,1,6,medium,M,Yes
A,Flight,5,4,5,low,M,Yes
C,Flight,3,5,2,low,M,Yes
B,Ship,4,2,2,medium,F,Yes
F,Flight,6,4,3,low,M,Yes
D,Ship,5,2,7,medium,F,Yes
A,Road,6,4,5,low,M,No
A,Ship,3,4,2,high,F,Yes
F,Ship,7,2,4,medium,M,Yes
F,Road,3,3,3,low,F,Yes
B,Road,4,5,5,medium,M,No
B,Flight,5,3,5,medium,F,Yes
C,Ship,6,5,6,low,F,Yes
F,Ship,3,5,10,medium,F,Yes
F,Flight,2,5,3,medium,M,Yes
D,Flight,2,5,4,medium,F,Yes
A,Road,5,3,4,medium,F,Yes
F,Road,6,4,4,low,M,Yes
D,Road,2,1,3,low,M,Yes
F,Road,4,4,3,low,F,No
B,Road,4,2,6,medium,M,Yes
D,Ship,2,1,3,low,M,Yes
B,Ship,5,3,3,high,M,Yes
C,Road,2,2,3,low,M,Yes
D,Road,5,2,2,low,M,No
C,Road,6,2,10,low,F,No
B,Road,3,3,6,medium,M,Yes
C,Ship,3,2,3,high,F,Yes
C,Ship,5,2,6,low,M,Yes
F,Flight,4,3,6,medium,M,No
C,Ship,5,2,2,medium,M,Yes
F,Road,3,1,6,high,M,Yes
F,Ship,3,2,10,medium,M,Yes
F,Road,4,1,5,low,M,No
D,Ship,2,3,4,medium,F,No
F,Ship,7,2,5,low,M,Yes
F,Ship,3,5,5,high,M,Yes
C,Flight,3,1,2,medium,M,Yes
B,Ship,2,3,3,low,M,No
C,Ship,5,5,3,low,F,Yes
C,Road,3,1,4,medium,F,No
D,Ship,4,3,4,medium,F,No
F,Road,3,3,4,medium,M,No
F,Ship,5,3,5,medium,F,No
A,Flight,4,4,5,low,M,Yes
B,Road,4,2,6,low,F,No
D,Road,4,1,3,high,M,Yes
F,Ship,5,2,7,medium,M,Yes
C,Flight,4,5,3,medium,M,Yes
B,Flight,3,5,3,medium,F,Yes
D,Ship,5,2,4,low,F,Yes
A,Flight,7,5,4,low,F,Yes
C,Ship,4,1,8,medium,M,No
A,Ship,6,2,3,low,M,No
D,Ship,4,5,3,high,F,Yes
B,Road,4,5,3,medium,F,No
A,Flight,6,4,4,low,M,Yes
F,Road,2,2,3,medium,F,Yes
D,Ship,4,4,2,medium,F,No
F,Ship,3,4,4,high,M,No
A,Ship,5,2,5,medium,M,No
D,Ship,2,5,5,low,F,No
C,Road,3,1,4,low,F,Yes
A,Ship,4,4,4,medium,M,Yes
C,Ship,3,1,3,low,M,Yes
F,Flight,6,3,4,low,F,No
C,Road,4,5,3,low,F,Yes
F,Ship,5,1,8,low,F,Yes
F,Ship,3,3,4,low,M,No
D,Flight,5,3,5,low,F,Yes
A,Ship,6,1,5,high,M,No
A,Ship,3,2,4,low,F,Yes
B,Road,5,5,3,high,F,Yes
C,Ship,6,3,6,medium,F,Yes
A,Ship,3,4,4,low,F,No
D,Ship,5,5,6,high,M,Yes
B,Road,4,1,2,low,M,No
F,Road,4,3,4,low,M,No
D,Ship,2,3,3,low,F,Yes
C,Ship,5,3,5,high,M,Yes
A,Road,4,4,4,medium,M,Yes
A,Ship,6,2,5,low,M,No
B,Flight,4,2,4,low,F,No
B,Ship,5,1,2,low,M,Yes
D,Road,7,3,4,low,F,No
F,Flight,5,3,2,medium,M,Yes
A,Flight,4,4,2,low,M,No
B,Ship,6,1,4,medium,M,Yes
C,Ship,4,1,10,medium,M,Yes
B,Ship,4,1,5,medium,F,Yes
A,Flight,3,5,8,high,M,Yes
B,Flight,2,1,3,low,M,No
F,Flight,6,5,4,low,M,No
D,Flight,4,5,5,high,M,No
A,Ship,6,4,5,low,F,Yes
D,Flight,3,2,4,medium,F,Yes
A,Ship,2,2,2,medium,M,No
A,Flight,4,3,3,medium,F,Yes
A,Flight,5,4,5,high,F,No
D,Ship,5,4,7,medium,F,No
C,Flight,7,3,4,low,M,Yes
C,Road,3,4,2,high,F,No
D,Road,6,3,4,medium,F,Yes
F,Ship,4,1,5,medium,F,Yes
D,Ship,4,2,5,medium,M,No
F,Flight,3,4,6,medium,M,Yes
F,Road,4,1,7,low,M,Yes
C,Ship,5,4,6,low,M,Yes
A,Ship,2,5,6,low,F,Yes
F,Ship,2,4,3,medium,M,No
D,Road,7,1,4,low,M,No
F,Road,4,3,7,high,F,Yes
F,Ship,7,5,4,low,M,Yes
C,Road,7,1,4,low,F,No
C,Road,4,2,2,high,F,No
B,Ship,5,4,3,high,F,Yes
C,Ship,4,1,4,medium,M,Yes
C,Ship,3,2,4,medium,F,Yes
D,Ship,5,3,2,low,F,Yes
B,Flight,4,3,4,medium,M,Yes
D,Flight,4,1,4,low,M,No
F,Road,3,3,4,low,M,Yes
D,Ship,3,5,5,low,F,No
C,Ship,6,5,4,low,M,Yes
B,Ship,4,4,2,low,F,No
B,Flight,5,2,2,low,F,Yes
D,Flight,4,3,4,low,M,Yes
F,Ship,6,2,6,low,F,Yes
C,Ship,2,3,3,high,F,Yes
A,Ship,6,1,7,medium,F,No
A,Road,4,4,3,low,M,Yes
F,Road,6,5,4,low,M,Yes
C,Flight,2,5,2,low,F,Yes
A,Ship,3,5,3,medium,F,Yes
B,Flight,3,3,7,medium,M,Yes
B,Road,4,3,3,medium,F,No
C,Ship,4,2,3,high,M,No
C,Ship,4,3,6,low,M,No
F,Flight,3,1,6,low,F,Yes
C,Ship,3,4,2,high,M,No
A,Ship,6,3,2,high,M,Yes
C,Road,6,2,7,medium,F,Yes
C,Ship,3,3,2,medium,M,Yes
B,Ship,5,3,4,medium,F,Yes
C,Ship,6,3,4,high,F,No
D,Ship,3,1,8,medium,M,No
B,Ship,5,3,3,high,F,Yes
B,Flight,4,3,4,medium,F,Yes
C,Ship,5,2,5,medium,M,No
C,Flight,4,5,3,low,M,No
F,Ship,6,5,3,low,F,No
D,Road,4,5,4,medium,F,No
A,Ship,7,5,4,low,M,Yes
F,Ship,6,2,6,medium,M,Yes
D,Flight,7,5,4,medium,M,No
D,Ship,4,4,4,medium,M,Yes
A,Flight,7,1,4,medium,M,Yes
D,Road,6,1,3,medium,M,Yes
D,Road,3,4,2,low,F,Yes
A,Flight,3,1,3,medium,M,Yes
A,Road,3,1,2,low,M,Yes
F,Flight,6,3,4,medium,M,No
D,Ship,4,5,4,medium,M,No
C,Flight,5,2,4,high,F,Yes
A,Ship,5,2,8,medium,M,Yes
C,Road,4,1,2,high,F,Yes
C,Flight,3,4,2,medium,F,Yes
B,Ship,3,4,4,low,M,Yes
F,Ship,6,3,6,high,F,Yes
A,Ship,6,4,3,medium,M,No
C,Ship,2,3,3,low,F,Yes
D,Flight,5,3,5,medium,F,Yes
C,Ship,3,3,2,medium,F,Yes
B,Flight,5,1,5,low,F,No
F,Road,6,4,4,low,F,No
C,Road,3,3,4,medium,M,Yes
F,Road,4,4,4,low,F,Yes
F,Flight,5,1,8,low,F,Yes
A,Ship,4,1,3,high,F,Yes
C,Ship,5,4,3,high,M,No
F,Flight,6,3,4,medium,F,No
C,Road,3,1,3,high,M,Yes
A,Flight,3,3,6,low,F,Yes
B,Flight,2,5,2,medium,M,Yes
C,Ship,3,5,7,medium,F,Yes
D,Ship,5,4,2,medium,F,Yes
B,Ship,4,3,4,high,M,Yes
C,Ship,5,4,4,low,F,No
B,Ship,4,2,5,low,M,No
D,Flight,4,5,2,low,M,Yes
D,Ship,6,5,4,high,F,No
D,Road,6,3,4,low,F,Yes
C,Ship,5,5,2,low,F,Yes
D,Road,6,4,4,medium,M,No
D,Flight,3,3,3,high,M,Yes
F,Flight,4,2,5,low,F,Yes
A,Road,3,4,3,high,M,Yes
F,Ship,2,1,6,low,F,Yes
F,Road,6,3,5,medium,F,Yes
A,Ship,3,2,6,medium,F,Yes
B,Flight,5,2,3,medium,M,Yes
B,Ship,6,3,2,medium,F,No
C,Ship,4,4,10,low,M,No
A,Flight,5,4,2,low,M,Yes
D,Ship,3,4,10,high,F,Yes
A,Flight,4,2,5,medium,M,No
D,Ship,2,5,5,medium,F,No
A,Road,2,3,3,low,M,No
B,Ship,3,4,6,medium,F,Yes
A,Ship,3,3,4,medium,M,No
C,Road,2,5,3,medium,F,No
C,Ship,6,1,3,low,F,Yes
F,Ship,5,3,4,medium,M,Yes
F,Ship,4,3,2,high,F,No
C,Ship,5,1,4,medium,M,No
F,Ship,6,2,10,low,F,No
F,Ship,2,2,5,low,F,Yes
F,Ship,5,5,6,medium,F,No
B,Road,4,1,5,low,M,Yes
A,Road,6,2,4,low,M,No
A,Ship,4,2,2,high,M,Yes
C,Flight,3,1,7,low,F,No
F,Ship,5,1,4,high,F,No
D,Road,7,5,4,low,M,Yes
F,Ship,5,1,4,low,M,No
D,Ship,3,2,4,medium,M,Yes
B,Ship,4,4,5,medium,M,Yes
C,Ship,4,1,5,low,F,No
D,Flight,4,2,3,low,F,No
D,Ship,5,1,3,medium,F,Yes
B,Ship,2,5,2,medium,F,No
C,Ship,2,4,4,medium,F,No
D,Ship,3,5,3,high,F,No
D,Flight,4,1,3,medium,M,No
A,Ship,3,1,4,low,M,Yes
B,Ship,2,1,3,high,M,Yes
A,Ship,6,3,4,low,F,Yes
A,Ship,7,5,4,low,F,No
C,Road,5,5,3,medium,F,No
F,Road,5,5,6,medium,F,No
B,Road,3,2,2,medium,M,Yes
F,Road,2,4,3,low,M,Yes
B,Ship,5,5,5,medium,M,Yes
D,Ship,5,1,6,low,F,No
A,Road,5,5,3,medium,F,Yes
C,Ship,6,2,4,medium,F,No
F,Ship,6,5,3,high,F,Yes
B,Road,5,3,3,medium,F,Yes
D,Flight,6,1,3,medium,F,No
B,Road,5,3,4,medium,F,No
F,Road,4,4,7,medium,M,Yes
F,Flight,3,4,3,low,M,No
F,Flight,3,3,2,medium,M,No
A,Road,4,5,5,low,F,No
B,Ship,5,4,3,medium,F,Yes
D,Flight,5,2,6,low,F,Yes
C,Road,5,5,5,low,M,No
C,Ship,6,4,3,low,M,Yes
F,Flight,3,3,3,medium,M,No
B,Ship,5,3,4,low,F,No
A,Ship,5,5,3,high,M,No
A,Ship,5,1,6,low,M,No
B,Road,5,2,4,low,F,No
B,Road,4,2,2,low,M,Yes
A,Road,4,5,5,high,M,Yes
D,Road,3,4,5,medium,F,No
F,Ship,6,5,4,high,M,No
A,Flight,7,2,4,low,F,Yes
A,Ship,6,4,3,low,F,No
D,Road,4,1,3,low,F,Yes
F,Road,4,5,10,low,F,No
B,Road,4,5,2,low,F,No
D,Ship,6,5,7,high,M,Yes
C,Road,5,5,4,medium,M,No
F,Flight,6,4,5,medium,F,No
F,Flight,4,3,10,low,F,Yes
F,Flight,4,1,4,medium,M,No
B,Ship,5,3,5,medium,M,Yes
D,Ship,4,1,5,medium,F,No
B,Ship,5,2,5,low,M,No
A,Road,3,1,5,low,F,No
F,Flight,5,4,4,high,F,No
F,Flight,2,5,10,high,M,No
B,Ship,3,3,2,high,F,Yes
F,Ship,2,1,4,low,F,Yes
D,Flight,2,1,2,low,M,Yes
F,Flight,5,1,3,medium,M,No
A,Ship,4,4,4,high,F,Yes
C,Flight,3,1,3,low,F,Yes
F,Flight,5,1,4,high,F,No
B,Ship,2,5,6,medium,F,Yes
D,Ship,3,3,4,low,M,No
A,Flight,5,4,4,low,M,No
B,Ship,4,5,4,low,F,Yes
A,Ship,4,5,4,medium,F,Yes
B,Ship,6,3,4,medium,M,Yes
B,Ship,3,3,2,high,M,Yes
F,Road,5,1,2,medium,M,Yes
B,Ship,6,3,5,low,M,Yes
F,Ship,6,2,5,medium,F,No
F,Ship,2,5,3,high,F,Yes
A,Ship,5,2,3,medium,F,No
A,Road,5,3,3,low,F,No
D,Flight,4,4,3,low,F,Yes
B,Flight,5,5,6,low,M,Yes
C,Flight,5,2,6,medium,M,Yes
F,Flight,5,5,5,low,M,No
D,Road,2,3,2,medium,F,Yes
A,Ship,2,4,3,low,M,Yes
B,Road,4,2,6,medium,F,No
D,Flight,7,1,5,low,M,Yes
A,Ship,2,2,2,high,M,No
B,Ship,5,4,2,low,M,Yes
D,Ship,3,5,10,medium,M,Yes
C,Road,4,4,3,low,F,No
F,Ship,5,2,8,low,M,No
C,Ship,4,2,3,high,F,No
F,Ship,6,5,5,high,F,Yes
F,Flight,5,3,5,low,M,Yes
D,Ship,7,5,4,low,F,Yes
C,Flight,4,3,3,low,F,Yes
C,Flight,3,5,3,medium,F,No
C,Flight,3,2,5,low,M,Yes
D,Road,6,2,6,low,M,Yes
D,Ship,5,3,5,high,M,No
A,Ship,4,2,5,low,M,No
F,Ship,5,1,4,low,F,Yes
D,Road,3,4,4,medium,M,No
A,Road,4,2,7,medium,F,No
C,Ship,4,2,10,medium,F,Yes
F,Road,3,5,2,low,M,Yes
B,Ship,4,5,2,high,F,No
F,Flight,4,1,2,high,M,Yes
B,Flight,3,4,4,medium,F,No
A,Ship,3,2,5,medium,F,Yes
B,Flight,3,5,6,high,M,No
B,Ship,4,4,3,high,F,Yes
F,Ship,7,3,5,medium,M,Yes
F,Ship,2,2,2,low,M,Yes
D,Flight,5,1,5,low,M,Yes
F,Flight,4,5,7,low,M,No
D,Ship,4,2,5,low,F,Yes
C,Ship,4,4,4,low,F,No
F,Flight,3,2,2,low,M,Yes
B,Ship,4,3,7,medium,F,No
A,Ship,4,4,3,high,M,Yes
B,Road,2,2,3,low,F,Yes
A,Ship,4,4,6,low,M,No
D,Road,5,4,5,medium,M,No
F,Ship,3,1,8,medium,F,No
C,Ship,4,3,6,medium,M,No
D,Ship,5,2,6,low,F,Yes
A,Road,2,1,5,low,F,Yes
D,Ship,3,2,3,high,M,Yes
C,Flight,5,1,6,high,F,No
B,Road,3,1,2,low,F,No
A,Ship,2,2,4,low,F,Yes
B,Ship,4,5,6,medium,M,No
B,Ship,2,1,4,low,F,Yes
C,Flight,3,3,2,medium,F,No
C,Ship,4,4,4,medium,M,No
C,Ship,3,2,2,medium,F,Yes
F,Road,4,2,6,low,F,No
D,Ship,3,3,4,high,F,Yes
B,Road,5,2,3,low,F,Yes
F,Ship,2,1,3,low,M,Yes
F,Road,6,1,4,high,F,Yes
B,Flight,4,5,2,high,M,Yes
D,Flight,5,4,3,medium,M,Yes
B,Ship,5,4,4,medium,F,Yes
B,Ship,3,3,5,medium,M,Yes
A,Ship,3,3,7,high,F,No
F,Ship,4,2,6,high,F,Yes
A,Road,4,1,4,low,M,No
C,Road,6,2,4,medium,F,No
F,Flight,5,1,4,medium,F,Yes
D,Flight,4,2,2,high,F,No
A,Road,6,3,4,medium,F,Yes
B,Ship,4,5,4,medium,F,Yes
A,Flight,2,4,4,low,F,No
D,Road,4,4,2,medium,F,No
B,Ship,2,4,3,low,M,Yes
D,Road,4,3,10,low,F,Yes
B,Flight,5,4,2,medium,F,Yes
B,Ship,4,5,8,medium,F,Yes
C,Ship,4,4,8,medium,F,No
C,Ship,3,1,4,high,F,Yes
B,Road,4,5,3,high,F,Yes
D,Flight,4,4,3,low,M,Yes
A,Road,5,4,5,low,M,Yes
C,Ship,5,4,5,medium,M,Yes
A,Flight,5,4,4,medium,M,No
A,Flight,3,4,3,low,M,Yes
D,Flight,5,4,6,medium,F,Yes
B,Road,5,1,5,low,F,No
A,Flight,5,5,6,medium,F,Yes
C,Ship,4,3,2,high,M,Yes
D,Ship,2,5,3,medium,M,No
A,Ship,6,4,4,low,M,No
C,Flight,3,4,3,medium,F,Yes
B,Road,5,2,5,medium,M,Yes
B,Ship,4,2,5,medium,F,No
C,Ship,2,4,4,medium,M,Yes
B,Road,3,3,3,low,F,No
D,Flight,3,5,2,low,F,No
A,Ship,4,2,6,low,M,No
F,Ship,2,3,2,medium,M,Yes
C,Road,3,3,6,low,M,Yes
D,Road,3,4,2,medium,F,Yes
D,Ship,6,5,2,low,F,No
A,Flight,3,3,4,medium,F,Yes
B,Flight,5,5,6,medium,M,No
C,Flight,5,1,3,low,M,Yes
F,Road,4,4,5,low,M,No
B,Road,4,2,5,low,F,No
A,Flight,3,4,2,low,F,No
B,Road,3,5,4,low,M,No
F,Flight,4,5,10,high,F,Yes
A,Road,3,3,2,medium,F,Yes
B,Flight,4,3,3,medium,F,No
C,Ship,5,5,6,low,M,No
B,Road,3,2,10,medium,M,No
B,Ship,3,1,4,low,M,Yes
A,Flight,2,5,3,low,M,No
F,Road,5,3,7,medium,M,Yes
F,Ship,5,3,7,medium,M,Yes
F,Ship,7,1,4,low,F,Yes
F,Road,2,1,4,low,F,Yes
B,Ship,7,1,4,low,F,No
A,Road,5,1,5,medium,F,No
B,Road,4,3,4,low,M,Yes
F,Road,3,4,5,medium,F,Yes
F,Road,5,2,3,low,M,Yes
F,Ship,2,4,2,medium,M,No
B,Ship,7,4,4,low,F,Yes
F,Road,4,5,6,medium,F,No
F,Ship,3,4,7,medium,F,Yes
F,Ship,2,4,2,low,M,No
C,Flight,4,4,10,high,F,No
F,Ship,6,3,5,low,M,No
B,Ship,2,5,5,medium,F,No
B,Road,3,4,2,medium,M,Yes
B,Road,3,2,6,high,F,Yes
D,Road,4,3,2,medium,M,Yes
F,Road,5,3,5,low,M,No
F,Ship,5,1,6,low,F,No
B,Ship,6,2,4,medium,M,No
C,Flight,3,5,2,high,M,Yes
D,Road,6,3,6,high,M,No
B,Flight,3,1,3,high,F,Yes
D,Flight,5,2,2,medium,M,No
F,Flight,2,5,3,medium,F,No
A,Ship,4,4,5,medium,F,Yes
A,Ship,5,1,3,low,M,Yes
D,Ship,3,2,6,medium,M,No
C,Ship,5,5,4,low,M,Yes
D,Ship,5,3,7,medium,F,Yes
A,Ship,3,5,2,medium,F,Yes
F,Ship,7,3,4,low,M,No
F,Road,6,3,4,low,F,Yes
C,Ship,6,5,6,high,F,Yes
D,Ship,5,2,2,low,F,Yes
D,Road,2,5,5,low,F,Yes
F,Flight,3,4,10,medium,F,No
D,Road,4,1,6,low,F,Yes
A,Flight,5,3,4,medium,F,Yes
A,Road,4,5,4,high,F,Yes
C,Ship,6,1,4,low,F,Yes
C,Ship,4,1,7,high,M,Yes
A,Ship,6,5,7,medium,M,No
B,Ship,2,2,2,medium,F,Yes
A,Ship,5,2,3,medium,M,Yes
F,Flight,5,2,3,medium,M,Yes
C,Flight,5,5,3,medium,M,Yes
B,Road,7,5,4,high,M,No
B,Ship,5,2,2,medium,F,Yes
C,Ship,4,2,8,medium,F,No
C,Ship,4,4,6,low,M,Yes
A,Road,3,4,2,low,M,No
F,Road,4,3,6,medium,F,No
F,Road,4,5,5,medium,M,No
D,Ship,6,1,5,low,F,No
A,Flight,3,2,4,medium,M,No
B,Ship,2,3,10,high,F,No
D,Road,4,1,3,medium,M,No
B,Flight,6,2,2,medium,M,No
C,Road,5,2,2,low,M,No
A,Flight,3,1,3,medium,F,Yes
B,Ship,6,1,4,high,F,Yes
F,Ship,4,2,10,medium,F,Yes
C,Flight,3,1,7,low,M,Yes
D,Road,5,2,4,high,M,No
C,Ship,3,2,8,high,M,No
D,Ship,2,4,4,medium,M,No
D,Flight,3,5,5,medium,M,Yes
F,Flight,3,1,5,low,M,Yes
A,Road,5,1,5,medium,M,No
C,Road,3,4,2,medium,F,Yes
B,Ship,2,5,4,high,F,Yes
F,Ship,2,3,2,low,M,No
B,Road,5,5,5,high,F,Yes
B,Road,4,3,10,low,M,Yes
C,Flight,5,2,6,medium,F,No
F,Flight,4,5,6,medium,M,Yes
D,Ship,2,4,5,low,M,No
D,Road,6,4,3,low,M,No
B,Ship,6,4,5,low,M,No
A,Ship,5,3,2,medium,M,No
B,Ship,5,1,4,low,F,No
D,Ship,5,2,3,medium,F,Yes
C,Ship,4,3,3,low,M,No
F,Flight,5,2,5,medium,M,No
B,Ship,6,1,6,low,M,No
F,Flight,7,5,5,medium,M,No
D,Road,4,4,3,medium,M,No
F,Road,6,1,2,medium,M,No
F,Ship,6,4,5,medium,M,No
C,Flight,4,2,4,high,M,Yes
C,Road,4,5,2,low,F,No
B,Ship,7,4,4,medium,F,Yes
C,Ship,6,3,2,medium,F,Yes
A,Road,6,1,4,medium,M,No
A,Ship,2,1,3,medium,F,Yes
F,Flight,4,5,5,medium,M,No
D,Flight,4,1,5,low,F,Yes
C,Flight,3,5,4,medium,M,Yes
D,Flight,2,4,5,low,M,No
D,Ship,5,4,4,high,M,No
B,Ship,5,2,2,low,M,No
F,Road,4,4,4,high,M,Yes
D,Road,5,5,3,medium,M,Yes
C,Flight,2,4,5,high,M,No
D,Flight,5,2,4,high,M,Yes
B,Ship,4,1,2,high,M,Yes
D,Ship,4,2,4,high,F,No
A,Flight,4,5,3,low,M,No
D,Road,4,1,3,medium,F,Yes
D,Ship,3,3,3,high,M,No
D,Road,3,1,4,medium,M,No
B,Road,5,5,4,low,F,No
C,Ship,3,3,7,high,F,Yes
C,Flight,4,5,2,medium,M,No
F,Road,6,2,4,low,F,Yes
C,Road,4,1,4,low,F,Yes
D,Ship,4,3,4,low,F,Yes
D,Ship,5,1,3,high,F,Yes
D,Ship,4,5,5,low,M,Yes
F,Flight,5,2,2,medium,F,Yes
F,Ship,6,3,3,medium,M,Yes
A,Road,4,3,2,low,M,No
F,Ship,4,2,2,high,M,Yes
C,Flight,6,1,6,low,M,No
F,Road,6,5,3,low,M,No
D,Ship,5,5,3,high,M,Yes
F,Ship,3,2,7,high,M,No
F,Road,5,2,3,medium,F,Yes
B,Ship,4,1,6,low,F,Yes
F,Ship,6,3,6,medium,M,Yes
C,Ship,5,3,5,low,M,Yes
B,Ship,3,4,8,medium,F,No
C,Flight,3,4,7,high,M,No
D,Flight,5,5,6,low,M,Yes
C,Flight,4,2,2,low,M,Yes
A,Road,6,5,4,high,M,Yes
D,Ship,2,5,3,medium,F,Yes
A,Road,6,3,6,high,F,Yes
A,Flight,7,1,5,medium,M,Yes
C,Ship,4,1,5,low,M,No
A,Flight,5,2,3,medium,M,No
F,Road,3,3,2,high,M,No
A,Flight,4,2,2,low,M,Yes
F,Road,5,2,7,low,F,No
F,Road,3,3,4,medium,F,No
D,Flight,6,1,5,low,M,Yes
C,Road,5,1,4,low,F,Yes
F,Ship,5,2,3,high,M,Yes
C,Flight,5,1,2,low,M,Yes
F,Road,3,2,2,low,M,Yes
C,Ship,4,5,4,low,M,No
B,Flight,5,1,6,medium,F,No
B,Ship,3,3,10,low,F,Yes
A,Flight,4,3,2,low,M,No
D,Ship,6,4,2,high,M,Yes
B,Ship,5,1,2,low,F,Yes
F,Ship,3,1,10,medium,M,No
A,Ship,3,5,5,low,M,Yes
A,Flight,2,2,4,low,M,Yes
D,Ship,4,1,2,high,F,Yes
C,Ship,3,2,3,low,M,No
