job,marital,education,default,housing,loan,contact,poutcome,SubscribeTermDeposit
entrepreneur,divorced,tertiary,yes,yes,no,cellular,unknown,no
services,divorced,secondary,no,yes,yes,telephone,unknown,no
student,single,primary,no,no,no,telephone,success,yes
blue-collar,married,secondary,no,yes,no,telephone,success,yes
housemaid,single,tertiary,no,yes,no,cellular,failure,no
technician,married,tertiary,no,yes,yes,telephone,failure,no
entrepreneur,married,primary,no,no,yes,telephone,unknown,no
student,divorced,unknown,no,no,no,unknown,unknown,no
management,divorced,tertiary,yes,yes,no,cellular,unknown,no
admin.,married,unknown,yes,no,no,cellular,unknown,no
management,married,unknown,no,yes,yes,cellular,unknown,no
technician,married,tertiary,no,yes,yes,cellular,other,no
self-employed,divorced,secondary,no,yes,yes,unknown,unknown,no
retired,single,secondary,no,yes,no,cellular,other,no
retired,divorced,primary,no,yes,no,telephone,failure,no
services,married,primary,yes,yes,yes,cellular,failure,no
entrepreneur,divorced,secondary,yes,yes,no,cellular,other,no
unemployed,divorced,primary,no,no,yes,cellular,unknown,no
housemaid,divorced,tertiary,no,no,no,unknown,unknown,no
unemployed,single,tertiary,no,no,no,telephone,other,no
unemployed,divorced,tertiary,no,yes,yes,cellular,unknown,no
housemaid,married,primary,no,no,no,cellular,success,no
retired,divorced,primary,no,no,yes,telephone,unknown,no
management,single,secondary,yes,yes,no,unknown,unknown,no
housemaid,divorced,secondary,yes,no,no,unknown,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,other,no
unemployed,divorced,primary,yes,yes,yes,unknown,unknown,no
management,divorced,unknown,no,no,yes,cellular,unknown,no
admin.,married,tertiary,no,yes,yes,cellular,success,no
blue-collar,divorced,primary,yes,no,yes,cellular,unknown,no
unknown,married,primary,no,no,no,telephone,unknown,no
unemployed,divorced,primary,no,no,no,telephone,other,no
management,divorced,unknown,no,no,no,unknown,success,no
housemaid,divorced,tertiary,no,no,yes,cellular,unknown,no
retired,married,secondary,yes,yes,no,cellular,unknown,no
services,married,tertiary,no,no,no,cellular,other,no
services,married,secondary,yes,yes,yes,unknown,unknown,no
self-employed,married,secondary,no,no,yes,cellular,success,yes
housemaid,married,tertiary,yes,yes,no,unknown,unknown,no
unemployed,single,secondary,no,no,yes,unknown,unknown,no
technician,divorced,primary,no,yes,no,cellular,other,no
entrepreneur,single,tertiary,yes,no,yes,cellular,unknown,no
services,married,primary,yes,yes,yes,cellular,unknown,no
management,single,primary,yes,yes,no,cellular,unknown,no
blue-collar,divorced,secondary,no,yes,no,telephone,other,no
housemaid,married,secondary,yes,yes,no,unknown,unknown,no
self-employed,married,primary,no,no,yes,telephone,unknown,no
blue-collar,single,primary,no,yes,yes,cellular,other,no
self-employed,divorced,secondary,no,yes,no,unknown,other,no
management,married,tertiary,yes,no,no,unknown,unknown,no
housemaid,married,secondary,yes,yes,yes,cellular,unknown,no
management,married,tertiary,yes,yes,no,cellular,other,no
technician,single,secondary,no,no,no,telephone,failure,no
technician,married,unknown,yes,yes,no,unknown,unknown,no
unknown,married,unknown,no,no,no,cellular,other,no
admin.,divorced,tertiary,no,no,no,cellular,success,yes
unknown,divorced,unknown,no,yes,no,cellular,unknown,no
admin.,married,secondary,yes,yes,no,unknown,unknown,no
self-employed,single,tertiary,no,yes,no,telephone,other,no
self-employed,single,secondary,no,yes,no,cellular,success,no
entrepreneur,married,primary,no,yes,no,telephone,failure,no
unemployed,divorced,tertiary,no,no,no,cellular,failure,no
unemployed,married,tertiary,no,no,yes,unknown,unknown,no
entrepreneur,single,tertiary,no,no,yes,cellular,failure,no
unknown,married,unknown,no,yes,no,telephone,unknown,no
management,married,tertiary,no,yes,no,unknown,other,no
services,married,secondary,no,yes,yes,telephone,failure,no
unemployed,single,primary,yes,no,no,cellular,unknown,no
technician,divorced,secondary,yes,no,no,cellular,other,no
housemaid,married,tertiary,no,no,no,cellular,success,no
retired,single,unknown,no,no,no,unknown,unknown,no
unemployed,single,tertiary,yes,yes,no,cellular,unknown,no
unemployed,divorced,unknown,no,no,no,cellular,unknown,yes
blue-collar,married,secondary,yes,yes,no,telephone,unknown,no
entrepreneur,married,tertiary,yes,no,yes,cellular,unknown,no
services,single,secondary,yes,yes,no,cellular,other,no
student,married,secondary,no,no,no,cellular,failure,no
blue-collar,married,primary,no,no,no,telephone,other,no
technician,divorced,tertiary,no,yes,yes,cellular,other,no
self-employed,married,secondary,yes,yes,no,cellular,unknown,yes
housemaid,divorced,tertiary,no,no,no,cellular,other,no
retired,married,primary,yes,no,yes,telephone,unknown,no
retired,married,primary,yes,no,yes,unknown,unknown,no
unknown,divorced,tertiary,no,yes,no,telephone,failure,no
services,divorced,primary,yes,no,no,unknown,unknown,no
technician,married,primary,yes,no,yes,cellular,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,failure,no
retired,single,secondary,no,no,yes,cellular,failure,no
management,married,tertiary,no,yes,yes,telephone,success,yes
technician,divorced,tertiary,no,yes,no,telephone,failure,no
housemaid,single,unknown,no,no,no,telephone,unknown,no
retired,divorced,secondary,no,no,no,telephone,failure,no
services,married,secondary,yes,yes,yes,cellular,unknown,no
unemployed,married,tertiary,no,yes,yes,unknown,unknown,no
admin.,married,primary,no,no,no,cellular,failure,no
retired,single,secondary,no,yes,no,telephone,unknown,no
technician,divorced,tertiary,no,yes,yes,cellular,failure,no
housemaid,single,primary,no,no,yes,cellular,unknown,no
student,single,secondary,no,yes,no,unknown,success,no
retired,married,primary,yes,no,yes,cellular,unknown,no
housemaid,married,unknown,no,yes,no,cellular,unknown,no
self-employed,married,tertiary,no,yes,no,unknown,other,no
unemployed,single,secondary,no,no,yes,cellular,unknown,no
technician,married,unknown,no,yes,yes,cellular,unknown,no
services,divorced,unknown,no,no,yes,cellular,unknown,no
entrepreneur,married,primary,no,no,no,cellular,failure,no
admin.,divorced,secondary,yes,no,no,cellular,other,no
management,married,secondary,no,no,no,unknown,failure,no
housemaid,married,primary,no,no,yes,cellular,failure,no
technician,divorced,primary,no,yes,no,cellular,failure,no
student,married,tertiary,no,yes,yes,cellular,other,no
housemaid,divorced,tertiary,no,no,yes,unknown,unknown,no
admin.,married,tertiary,no,yes,no,unknown,failure,yes
technician,married,secondary,yes,no,no,unknown,unknown,no
housemaid,married,unknown,no,yes,no,cellular,success,no
management,divorced,unknown,no,yes,yes,unknown,unknown,no
admin.,divorced,secondary,no,no,no,telephone,failure,no
admin.,married,tertiary,no,yes,no,telephone,failure,yes
blue-collar,divorced,secondary,no,no,no,cellular,success,no
management,married,tertiary,no,no,yes,telephone,other,no
services,married,secondary,no,no,no,telephone,failure,no
unemployed,single,primary,no,no,no,cellular,other,yes
entrepreneur,single,tertiary,yes,yes,yes,unknown,unknown,no
housemaid,married,secondary,no,no,no,cellular,failure,no
retired,divorced,primary,no,yes,no,cellular,other,no
blue-collar,single,unknown,yes,yes,no,cellular,unknown,no
student,married,tertiary,no,yes,no,cellular,other,no
admin.,single,secondary,no,no,no,telephone,other,yes
technician,divorced,tertiary,no,no,no,cellular,success,yes
entrepreneur,divorced,secondary,no,no,yes,cellular,unknown,no
services,married,tertiary,no,yes,no,telephone,failure,no
technician,married,unknown,yes,yes,yes,telephone,unknown,no
technician,divorced,primary,no,no,no,unknown,unknown,no
services,divorced,tertiary,no,yes,no,telephone,unknown,no
entrepreneur,divorced,unknown,no,yes,no,telephone,failure,yes
student,married,tertiary,no,yes,no,cellular,failure,yes
student,married,tertiary,no,yes,yes,cellular,failure,no
student,single,unknown,no,yes,yes,unknown,unknown,no
entrepreneur,divorced,primary,no,yes,yes,cellular,unknown,no
unknown,single,tertiary,no,no,no,cellular,success,yes
self-employed,married,secondary,yes,yes,yes,unknown,unknown,yes
student,married,unknown,no,no,no,unknown,other,no
entrepreneur,divorced,unknown,no,yes,yes,unknown,unknown,no
retired,single,unknown,no,no,no,cellular,unknown,no
unknown,single,unknown,no,no,no,cellular,failure,yes
unemployed,married,secondary,no,no,no,telephone,failure,no
housemaid,divorced,primary,no,no,no,cellular,success,yes
services,single,tertiary,yes,yes,yes,cellular,unknown,no
technician,married,unknown,no,yes,no,telephone,other,no
unemployed,single,tertiary,no,yes,yes,unknown,unknown,no
blue-collar,single,unknown,no,yes,yes,cellular,success,no
entrepreneur,married,secondary,no,no,yes,cellular,other,no
technician,single,tertiary,no,yes,no,telephone,other,no
services,divorced,tertiary,no,no,yes,unknown,unknown,no
self-employed,single,primary,no,yes,no,telephone,unknown,no
admin.,divorced,secondary,yes,yes,no,cellular,unknown,no
self-employed,married,tertiary,yes,no,yes,cellular,unknown,no
housemaid,married,primary,no,yes,yes,telephone,unknown,no
blue-collar,single,unknown,no,yes,yes,cellular,failure,yes
self-employed,married,unknown,no,yes,no,cellular,unknown,yes
services,single,unknown,no,no,no,cellular,other,yes
blue-collar,married,tertiary,no,yes,no,cellular,success,no
unemployed,divorced,secondary,no,yes,no,unknown,failure,no
admin.,married,primary,no,no,no,telephone,unknown,no
housemaid,married,secondary,no,no,yes,telephone,unknown,no
retired,married,tertiary,no,no,yes,unknown,unknown,no
self-employed,divorced,secondary,no,yes,yes,cellular,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,success,no
housemaid,married,secondary,yes,yes,no,cellular,unknown,no
housemaid,single,secondary,no,no,no,cellular,other,no
unemployed,single,tertiary,no,yes,no,cellular,success,yes
self-employed,married,secondary,no,yes,yes,cellular,success,yes
housemaid,married,unknown,no,yes,no,cellular,failure,no
retired,divorced,primary,no,no,no,unknown,failure,no
entrepreneur,divorced,secondary,no,no,yes,unknown,unknown,no
technician,single,primary,no,yes,no,cellular,other,no
blue-collar,divorced,secondary,yes,yes,no,cellular,failure,no
entrepreneur,divorced,primary,yes,no,no,cellular,unknown,no
admin.,married,unknown,no,yes,no,telephone,unknown,no
management,divorced,primary,no,yes,yes,cellular,unknown,no
housemaid,married,tertiary,no,no,yes,cellular,unknown,no
services,married,secondary,yes,no,no,telephone,unknown,no
student,single,primary,no,no,no,cellular,other,no
entrepreneur,married,unknown,no,no,no,telephone,unknown,no
management,divorced,tertiary,yes,no,yes,cellular,unknown,no
unemployed,married,primary,no,yes,yes,cellular,unknown,no
entrepreneur,married,secondary,no,yes,no,telephone,failure,yes
housemaid,married,secondary,no,no,yes,unknown,unknown,no
management,married,unknown,no,no,yes,cellular,unknown,no
self-employed,married,unknown,no,yes,no,telephone,unknown,no
student,single,secondary,no,no,yes,cellular,other,no
management,married,unknown,yes,yes,no,cellular,unknown,no
blue-collar,married,tertiary,no,yes,no,telephone,unknown,no
unknown,divorced,primary,no,no,no,cellular,unknown,no
blue-collar,single,unknown,no,no,yes,cellular,unknown,no
entrepreneur,single,primary,no,no,no,unknown,unknown,no
services,married,unknown,no,no,yes,cellular,success,no
entrepreneur,single,primary,no,no,yes,cellular,failure,no
technician,divorced,tertiary,no,no,yes,cellular,failure,no
retired,married,primary,yes,no,no,unknown,unknown,no
self-employed,divorced,primary,no,no,no,cellular,unknown,no
admin.,married,secondary,yes,no,no,telephone,other,no
services,divorced,secondary,yes,yes,no,cellular,unknown,no
technician,divorced,secondary,no,no,yes,telephone,unknown,no
management,divorced,primary,no,no,yes,telephone,unknown,no
management,married,primary,no,no,yes,telephone,unknown,no
unknown,married,secondary,yes,yes,no,unknown,unknown,no
services,single,primary,yes,yes,no,telephone,unknown,no
blue-collar,divorced,unknown,yes,yes,yes,cellular,failure,yes
self-employed,divorced,secondary,no,yes,no,cellular,other,no
services,married,primary,no,yes,no,cellular,success,yes
unemployed,divorced,secondary,no,yes,no,unknown,other,yes
technician,divorced,unknown,no,no,no,cellular,success,no
self-employed,divorced,tertiary,no,no,no,telephone,unknown,no
self-employed,divorced,primary,no,no,yes,telephone,unknown,no
self-employed,single,tertiary,no,yes,yes,unknown,unknown,no
entrepreneur,married,secondary,yes,no,no,unknown,unknown,no
admin.,single,tertiary,no,no,yes,cellular,success,no
admin.,single,unknown,yes,yes,no,cellular,unknown,no
retired,married,tertiary,no,yes,no,telephone,unknown,no
retired,married,unknown,no,no,no,cellular,other,no
services,single,primary,no,no,yes,cellular,unknown,no
blue-collar,single,tertiary,yes,no,yes,cellular,unknown,no
self-employed,single,unknown,no,yes,no,cellular,failure,no
entrepreneur,single,unknown,no,yes,yes,cellular,unknown,no
technician,divorced,tertiary,yes,yes,no,unknown,unknown,no
unemployed,married,unknown,no,yes,no,unknown,unknown,no
entrepreneur,divorced,unknown,yes,yes,no,cellular,unknown,yes
services,single,tertiary,no,no,yes,telephone,unknown,yes
unknown,divorced,unknown,no,no,no,cellular,unknown,yes
entrepreneur,single,tertiary,no,no,yes,cellular,other,no
entrepreneur,divorced,tertiary,no,no,no,telephone,unknown,no
management,divorced,primary,no,no,no,telephone,unknown,no
admin.,divorced,primary,no,yes,yes,cellular,unknown,no
technician,single,unknown,no,yes,no,telephone,unknown,no
unemployed,divorced,primary,no,no,no,telephone,unknown,no
entrepreneur,divorced,secondary,no,no,no,telephone,unknown,no
services,divorced,primary,yes,yes,yes,cellular,unknown,no
retired,married,secondary,no,no,no,unknown,failure,no
blue-collar,single,secondary,yes,yes,yes,cellular,other,no
admin.,divorced,secondary,yes,yes,yes,cellular,other,no
management,married,unknown,no,no,no,cellular,other,no
unemployed,married,tertiary,no,yes,no,cellular,success,no
self-employed,single,secondary,no,no,yes,telephone,unknown,no
services,divorced,secondary,yes,no,yes,unknown,unknown,no
admin.,divorced,secondary,yes,no,yes,cellular,unknown,no
unknown,single,secondary,no,no,no,telephone,failure,yes
services,married,secondary,no,no,no,unknown,failure,yes
entrepreneur,married,primary,no,no,no,cellular,other,yes
management,divorced,primary,no,no,no,cellular,other,no
entrepreneur,divorced,unknown,no,yes,no,unknown,unknown,no
unemployed,divorced,tertiary,yes,yes,no,unknown,unknown,no
services,divorced,primary,yes,no,yes,cellular,unknown,no
housemaid,married,secondary,no,no,no,telephone,other,no
services,single,unknown,no,yes,yes,unknown,unknown,no
student,married,tertiary,no,no,no,unknown,unknown,no
management,divorced,tertiary,no,no,yes,cellular,failure,no
technician,single,secondary,yes,no,yes,cellular,failure,no
self-employed,single,secondary,no,no,no,cellular,other,yes
blue-collar,divorced,tertiary,no,yes,no,unknown,unknown,no
entrepreneur,single,unknown,no,no,no,cellular,unknown,no
retired,married,secondary,yes,no,no,unknown,unknown,no
self-employed,married,primary,no,no,yes,unknown,unknown,no
housemaid,married,secondary,no,yes,yes,telephone,unknown,no
self-employed,married,unknown,no,yes,no,cellular,other,no
technician,single,secondary,no,no,yes,cellular,other,no
unemployed,married,primary,yes,yes,no,telephone,unknown,no
housemaid,married,secondary,no,no,yes,telephone,failure,no
unemployed,married,secondary,yes,yes,no,cellular,unknown,no
services,divorced,secondary,yes,yes,yes,telephone,unknown,no
student,single,primary,yes,no,no,unknown,unknown,no
technician,divorced,secondary,no,no,no,telephone,failure,no
housemaid,divorced,secondary,no,no,yes,cellular,unknown,no
services,divorced,secondary,no,no,yes,telephone,unknown,no
self-employed,married,tertiary,yes,no,no,cellular,unknown,no
self-employed,single,secondary,yes,no,no,unknown,unknown,no
services,married,primary,no,no,yes,cellular,failure,no
technician,married,unknown,no,yes,no,telephone,failure,no
entrepreneur,single,primary,no,no,yes,unknown,unknown,no
entrepreneur,divorced,primary,no,no,no,cellular,unknown,no
self-employed,married,primary,no,yes,yes,cellular,failure,no
self-employed,single,tertiary,no,yes,no,unknown,success,no
technician,married,tertiary,no,yes,no,unknown,other,no
unemployed,divorced,secondary,yes,no,no,cellular,unknown,no
unknown,married,secondary,no,yes,no,cellular,failure,no
management,single,unknown,no,yes,no,cellular,failure,no
entrepreneur,single,tertiary,no,no,yes,unknown,unknown,no
admin.,married,tertiary,no,yes,no,telephone,other,no
self-employed,married,tertiary,yes,yes,no,unknown,unknown,no
services,single,tertiary,no,yes,no,cellular,success,no
retired,divorced,primary,yes,no,yes,cellular,unknown,no
retired,single,primary,no,no,yes,cellular,unknown,no
retired,married,secondary,no,yes,no,telephone,failure,no
retired,married,primary,no,yes,no,telephone,failure,no
unemployed,single,primary,yes,no,yes,cellular,unknown,yes
admin.,divorced,primary,no,no,no,cellular,unknown,no
unemployed,divorced,secondary,no,yes,no,cellular,success,yes
management,single,primary,no,no,yes,telephone,other,no
admin.,married,tertiary,no,no,yes,telephone,unknown,no
entrepreneur,divorced,tertiary,no,no,yes,unknown,unknown,no
services,divorced,secondary,no,yes,no,telephone,failure,no
unknown,divorced,tertiary,no,no,no,cellular,unknown,no
management,divorced,tertiary,no,no,yes,cellular,success,no
self-employed,married,secondary,no,yes,yes,cellular,other,no
entrepreneur,divorced,tertiary,no,yes,no,telephone,unknown,no
admin.,married,primary,no,yes,yes,telephone,failure,no
technician,married,primary,no,yes,no,telephone,unknown,yes
retired,divorced,secondary,no,yes,no,telephone,unknown,no
admin.,single,tertiary,no,yes,yes,cellular,success,no
services,married,unknown,yes,no,yes,cellular,unknown,yes
student,single,tertiary,no,no,yes,cellular,unknown,no
technician,single,tertiary,no,no,no,telephone,success,no
retired,single,tertiary,no,yes,no,cellular,other,no
housemaid,married,unknown,no,no,yes,cellular,unknown,no
retired,married,secondary,no,yes,yes,cellular,other,no
housemaid,married,primary,no,no,no,telephone,failure,no
unknown,divorced,secondary,no,yes,no,cellular,unknown,no
admin.,married,secondary,no,no,yes,telephone,other,no
services,married,tertiary,no,no,no,cellular,success,yes
self-employed,divorced,secondary,no,no,yes,unknown,unknown,no
retired,married,secondary,no,yes,no,telephone,other,no
student,married,tertiary,yes,yes,no,cellular,unknown,no
self-employed,divorced,tertiary,no,no,yes,unknown,unknown,no
technician,divorced,primary,no,no,yes,unknown,unknown,no
unemployed,single,secondary,no,yes,yes,cellular,failure,no
blue-collar,divorced,unknown,no,no,no,unknown,other,no
technician,divorced,secondary,no,yes,no,unknown,success,no
retired,single,secondary,no,no,no,cellular,failure,yes
blue-collar,married,tertiary,no,no,no,cellular,other,no
blue-collar,married,primary,yes,yes,no,cellular,other,no
services,divorced,unknown,no,yes,no,telephone,unknown,no
blue-collar,divorced,secondary,yes,yes,yes,cellular,unknown,no
management,married,tertiary,no,yes,no,telephone,success,no
management,single,tertiary,no,no,yes,cellular,success,yes
entrepreneur,married,unknown,no,yes,yes,unknown,unknown,no
housemaid,single,secondary,no,no,no,cellular,failure,no
services,married,tertiary,no,no,no,cellular,failure,no
technician,married,secondary,no,yes,yes,unknown,failure,no
admin.,divorced,tertiary,no,yes,yes,unknown,unknown,no
services,divorced,tertiary,no,yes,no,cellular,other,no
technician,divorced,unknown,yes,no,yes,unknown,unknown,no
retired,divorced,primary,no,yes,no,telephone,unknown,no
technician,single,tertiary,no,no,yes,telephone,other,no
blue-collar,married,secondary,yes,yes,no,cellular,failure,no
management,married,unknown,no,no,no,telephone,failure,no
entrepreneur,married,secondary,no,no,no,telephone,success,yes
self-employed,single,secondary,no,no,no,cellular,success,no
admin.,married,primary,no,no,yes,telephone,unknown,no
blue-collar,single,primary,no,yes,yes,telephone,unknown,no
management,single,secondary,yes,yes,no,cellular,unknown,no
blue-collar,single,secondary,no,no,no,unknown,other,yes
unemployed,married,unknown,no,yes,no,telephone,failure,no
housemaid,single,tertiary,no,yes,no,cellular,other,no
blue-collar,married,primary,yes,no,yes,telephone,unknown,no
housemaid,divorced,primary,yes,no,yes,cellular,unknown,no
admin.,divorced,secondary,no,no,yes,cellular,success,yes
admin.,married,tertiary,no,no,no,telephone,failure,no
housemaid,married,primary,no,yes,yes,cellular,other,no
technician,single,primary,no,no,no,unknown,unknown,no
blue-collar,divorced,primary,yes,yes,no,telephone,unknown,no
technician,divorced,secondary,no,yes,no,unknown,failure,no
admin.,single,secondary,no,no,yes,unknown,failure,no
management,married,secondary,no,no,yes,cellular,other,no
admin.,divorced,unknown,no,no,no,telephone,unknown,no
admin.,divorced,tertiary,yes,no,yes,cellular,unknown,yes
housemaid,married,secondary,no,no,no,cellular,other,no
services,married,secondary,no,yes,yes,telephone,other,no
technician,married,unknown,no,yes,no,telephone,unknown,no
retired,divorced,tertiary,no,no,no,cellular,other,yes
retired,divorced,tertiary,no,yes,no,telephone,unknown,no
services,single,secondary,no,no,no,unknown,failure,no
blue-collar,married,secondary,no,yes,yes,unknown,failure,no
housemaid,single,secondary,no,yes,no,telephone,unknown,no
management,divorced,tertiary,no,yes,no,telephone,success,no
services,single,secondary,yes,no,yes,unknown,unknown,no
self-employed,married,primary,no,no,yes,cellular,success,no
self-employed,married,secondary,no,yes,no,cellular,success,no
retired,married,tertiary,no,yes,yes,cellular,failure,no
self-employed,married,tertiary,no,yes,yes,cellular,other,no
retired,single,secondary,no,no,yes,telephone,unknown,no
housemaid,divorced,secondary,no,no,yes,cellular,other,no
retired,single,primary,no,no,yes,telephone,unknown,no
student,divorced,primary,no,yes,no,cellular,other,no
entrepreneur,married,tertiary,no,no,no,unknown,failure,no
entrepreneur,single,secondary,yes,yes,no,cellular,unknown,no
entrepreneur,married,secondary,yes,yes,no,unknown,unknown,no
unemployed,married,secondary,yes,yes,yes,unknown,unknown,no
admin.,single,secondary,no,no,yes,telephone,failure,no
unknown,married,primary,no,yes,no,cellular,unknown,no
unemployed,divorced,secondary,no,yes,yes,cellular,failure,no
entrepreneur,married,unknown,no,no,no,cellular,failure,no
services,single,unknown,no,yes,no,cellular,other,no
management,married,secondary,yes,no,yes,unknown,unknown,no
unknown,divorced,tertiary,no,yes,no,unknown,unknown,no
management,married,tertiary,no,yes,yes,telephone,failure,no
entrepreneur,single,unknown,no,yes,no,cellular,unknown,no
management,married,tertiary,no,no,yes,unknown,failure,no
technician,divorced,unknown,no,yes,yes,cellular,unknown,no
management,married,secondary,no,no,yes,telephone,failure,no
entrepreneur,married,primary,yes,yes,yes,cellular,unknown,no
management,married,secondary,no,yes,yes,cellular,other,no
self-employed,married,secondary,yes,no,yes,unknown,unknown,no
blue-collar,divorced,unknown,yes,no,no,unknown,unknown,no
blue-collar,married,tertiary,no,no,yes,unknown,unknown,no
retired,single,secondary,no,yes,no,cellular,unknown,no
entrepreneur,divorced,secondary,no,no,yes,cellular,failure,no
entrepreneur,divorced,secondary,no,no,yes,telephone,unknown,no
retired,divorced,tertiary,yes,yes,no,cellular,unknown,yes
services,divorced,tertiary,no,no,no,unknown,unknown,no
self-employed,divorced,unknown,no,no,yes,cellular,unknown,no
admin.,married,unknown,no,no,yes,cellular,unknown,no
student,married,tertiary,no,yes,no,telephone,unknown,no
blue-collar,divorced,secondary,no,yes,no,unknown,other,no
blue-collar,divorced,secondary,yes,yes,no,unknown,unknown,no
blue-collar,married,secondary,no,no,no,unknown,other,no
management,divorced,tertiary,no,yes,yes,unknown,other,no
management,divorced,tertiary,no,yes,yes,telephone,success,no
admin.,divorced,tertiary,no,yes,no,cellular,other,no
technician,divorced,tertiary,no,yes,no,cellular,success,no
student,single,tertiary,yes,no,yes,cellular,unknown,no
student,single,primary,no,no,no,telephone,other,no
admin.,divorced,tertiary,no,yes,yes,cellular,other,no
services,married,primary,no,yes,yes,cellular,failure,no
self-employed,divorced,primary,no,yes,no,telephone,unknown,no
blue-collar,married,unknown,no,no,no,cellular,success,no
admin.,single,primary,no,no,no,cellular,failure,no
services,single,unknown,yes,no,no,cellular,unknown,no
unemployed,married,secondary,no,yes,yes,telephone,other,no
services,married,primary,no,no,no,telephone,failure,no
unknown,single,unknown,yes,no,no,unknown,unknown,no
entrepreneur,single,unknown,no,no,no,cellular,failure,yes
student,single,tertiary,no,no,no,telephone,other,yes
self-employed,married,unknown,no,no,no,telephone,unknown,yes
housemaid,divorced,unknown,no,no,no,cellular,unknown,no
blue-collar,married,tertiary,yes,no,no,cellular,unknown,no
entrepreneur,single,tertiary,yes,yes,yes,cellular,unknown,yes
student,married,secondary,no,yes,yes,cellular,unknown,no
housemaid,divorced,primary,no,no,no,cellular,other,yes
unemployed,divorced,primary,yes,no,no,cellular,unknown,yes
blue-collar,married,primary,no,no,yes,telephone,failure,no
services,divorced,unknown,no,no,no,cellular,failure,yes
services,married,primary,no,yes,no,cellular,other,no
unemployed,divorced,secondary,no,yes,yes,unknown,unknown,no
admin.,married,tertiary,no,yes,no,cellular,other,no
blue-collar,divorced,tertiary,no,no,no,cellular,unknown,no
entrepreneur,single,primary,yes,yes,yes,cellular,unknown,no
self-employed,single,tertiary,no,yes,no,telephone,unknown,no
admin.,single,secondary,no,no,no,telephone,success,yes
housemaid,single,primary,no,no,no,cellular,other,no
entrepreneur,married,secondary,no,no,no,cellular,other,no
blue-collar,married,secondary,yes,yes,no,cellular,other,yes
housemaid,divorced,primary,yes,no,no,unknown,unknown,yes
admin.,divorced,secondary,yes,no,no,cellular,unknown,no
retired,divorced,secondary,no,yes,no,cellular,other,no
management,married,unknown,no,no,no,unknown,failure,yes
unemployed,married,unknown,no,no,no,telephone,unknown,no
unemployed,married,primary,no,no,yes,unknown,unknown,no
housemaid,single,secondary,no,no,no,telephone,failure,no
housemaid,married,secondary,yes,yes,yes,cellular,failure,no
unknown,divorced,secondary,no,yes,no,cellular,failure,no
unknown,married,unknown,no,yes,no,cellular,unknown,no
services,married,tertiary,no,yes,no,cellular,success,yes
technician,single,secondary,no,no,yes,telephone,failure,no
housemaid,divorced,primary,no,no,no,telephone,success,yes
