ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,16496,7388,117961,118225,119924,118318,168365,118205,118319
Yes,36306,59043,117961,118343,118514,118784,165715,290919,118786
Yes,31198,141,117961,118225,122273,118321,117906,290919,118322
Yes,75834,7583,118990,118991,118992,117905,120828,290919,117908
Yes,16070,770,117961,118300,119181,118747,130134,118453,118749
Yes,38068,58488,117916,117917,117920,118568,186980,19721,118570
Yes,105073,46608,118315,118463,122636,120773,123148,118960,120774
Yes,20737,46832,117989,117990,118810,118811,309981,19793,118813
Yes,43877,58954,118079,118080,117878,117879,118177,19721,117880
Yes,117309,8368,91261,118026,118202,117905,117906,290919,117908
Yes,30865,7491,117961,118300,119181,117905,117906,290919,117908
Yes,312130,54618,117961,118052,118821,118641,123881,118643,118644
Yes,34434,17514,117961,118343,121747,118321,117906,290919,118322
Yes,107222,2296,117961,118413,277693,120773,118959,118960,120774
No,18913,27518,117929,117930,119569,179731,194138,117887,117973
Yes,77385,22492,117961,118052,120304,122297,301475,118331,118899
Yes,75787,7689,118555,118178,118623,117946,118950,292795,117948
Yes,846,6021,120140,120141,122007,124886,123881,118643,124888
Yes,60007,74831,117961,118327,118391,117905,117906,290919,117908
Yes,28532,26229,117916,118011,117941,117879,117886,19721,117880
Yes,17101,16133,5110,117954,122672,158289,158290,19721,158291
Yes,44781,7710,117902,118041,118623,118274,118806,292795,118276
Yes,79092,5652,117961,118300,28618,118784,124402,290919,118786
Yes,80764,17223,117961,118225,120535,123067,269406,118398,123068
Yes,25993,4218,117961,118300,118301,124152,300136,118424,124154
Yes,87048,6199,117961,118225,120663,118321,117906,290919,118322
Yes,16199,72347,117961,118413,120370,118321,117906,290919,118322
Yes,278393,200077,118725,118726,119076,118834,140820,118424,118836
Yes,39883,13441,117961,118225,122870,125793,128018,118643,125795
Yes,39939,46288,119596,119597,118214,118702,195315,118704,118705
Yes,78150,3868,117961,118386,122938,118784,117906,290919,118786
Yes,79606,16541,117961,118225,120551,117905,117906,290919,117908
Yes,3853,154585,118212,118213,120551,118321,240983,290919,118322
Yes,17249,7520,117961,118343,124725,118321,240983,290919,118322
Yes,37734,12260,117926,118124,117884,117885,117913,117887,117888
No,20293,51095,117926,118124,118344,179731,149488,117887,117973
Yes,44500,7021,117961,118300,118783,118784,287626,290919,118786
Yes,42093,5701,117961,118052,118821,118207,174445,270488,118209
Yes,80380,17326,117961,118386,118746,133306,135146,118205,133308
Yes,77466,28527,5110,117954,117895,117885,117955,117887,117888
Yes,80168,98592,117961,118052,120304,123045,123107,120518,123047
Yes,43757,46104,117961,118327,120559,120560,304465,118643,120562
Yes,6921,824,91261,118026,123719,118777,279443,308574,118779
Yes,74593,8168,117961,118386,119954,119962,168365,118205,119964
Yes,45019,6220,117961,118327,121645,120690,127922,290919,120692
Yes,103530,2296,117961,118413,277693,123737,127475,118960,123738
Yes,18332,91213,5110,117954,118810,119899,310825,19793,119900
Yes,42367,25760,118006,118007,117884,117899,117897,19721,117900
Yes,79121,52265,117961,118343,118833,118422,300136,118424,118425
Yes,6977,16850,117961,118225,119238,119093,139668,119095,119096
Yes,77254,4023,117961,118446,119064,117905,117906,290919,117908
Yes,20279,58707,117916,118011,117884,117885,117913,117887,117888
Yes,33151,6843,117961,117969,6725,125687,259130,6725,125689
Yes,43302,7477,119301,119302,119303,118321,117906,290919,118322
Yes,4675,32242,117961,118327,118929,118321,117906,290919,118322
Yes,16985,7578,117961,118343,118437,117905,117906,290919,117908
Yes,38972,15618,118256,118257,117945,280788,280788,292795,119082
Yes,3853,19286,117961,118225,121716,118636,310589,118638,118639
No,43410,71401,91261,118026,118202,118784,124402,290919,118786
Yes,13878,2836,118169,118170,118556,118047,121204,117887,118049
Yes,78122,7424,5110,117954,122672,133111,306530,118870,133113
No,34215,4084,117961,118052,118992,118321,240983,290919,118322
Yes,16464,25,117961,117962,122224,117905,240983,290919,117908
Yes,15720,16573,117961,117962,122059,153893,153894,130364,153895
Yes,75718,2286,117902,117903,118957,118958,118959,118960,118961
Yes,35531,13871,117961,118300,81476,118321,117906,290919,118322
Yes,99064,3878,117961,118327,119830,122551,117906,118762,122552
Yes,80488,2270,117961,118413,120584,118958,118959,118960,118961
Yes,15714,15627,117961,119256,119257,280788,280788,292795,119082
Yes,38719,67459,118079,118080,117878,117879,118177,19721,117880
Yes,42093,4219,117961,118300,120312,120313,157234,118424,120315
Yes,73815,102217,118315,118316,120764,118465,136945,118467,118468
Yes,29771,69089,117961,118300,117970,179731,143818,117887,117973
Yes,75078,71391,117961,118386,118522,118259,182361,290919,118261
Yes,39262,70692,118315,118316,118202,118321,117906,290919,118322
Yes,81355,28163,118315,118316,120361,118321,154441,290919,118322
Yes,81422,3966,117961,118343,122012,117905,117906,290919,117908
Yes,17308,30534,117961,118343,119142,118321,153318,290919,118322
Yes,73151,7434,117961,118300,118514,119962,168365,118205,119964
Yes,31221,49353,117961,117962,118910,117905,117906,290919,117908
Yes,27124,2612,117961,118327,123901,118321,117906,290919,118322
Yes,75466,16527,91261,118026,122938,119962,168365,118205,119964
Yes,4675,16589,119920,119921,137107,118784,117906,290919,118786
Yes,88997,6993,117961,118343,118514,118321,117906,290919,118322
Yes,87821,17270,117961,118300,128830,118826,150790,118424,118828
Yes,20788,46254,117961,118327,126310,118641,123881,118643,118644
Yes,34924,8126,117961,118327,118320,118321,117906,290919,118322
Yes,43284,50952,117961,118327,118929,118784,117906,290919,118786
Yes,40609,2291,117961,118225,120663,122297,120664,118331,118899
No,33248,4952,117961,118343,120126,123615,133686,118424,123617
Yes,25883,57104,130684,130685,118378,121372,300603,119184,121374
Yes,79092,111685,117961,118225,125139,118685,311622,308574,118687
Yes,17296,15651,117961,118300,118395,118396,233714,118398,118399
Yes,26431,1396,117961,118300,120059,134655,134656,118424,134657
Yes,23096,7253,117961,118225,118403,117905,117906,290919,117908
Yes,4675,6047,117961,118413,120370,118321,124400,290919,118322
Yes,4675,70062,117961,118386,118746,117905,117906,290919,117908
Yes,75728,274483,125714,125715,121176,117905,290878,290919,117908
Yes,36207,34826,118555,118178,118320,118321,117906,290919,118322
Yes,78833,17199,117961,117969,118970,118890,311441,118398,118892
Yes,33243,252252,117902,117903,118437,122129,305057,121916,122131
Yes,32270,139593,117902,118041,119781,130479,179826,119784,130481
Yes,28294,70066,91261,118026,118867,118321,117906,290919,118322
Yes,27736,2305,117961,117962,119223,128230,302830,4673,128231
Yes,15716,46662,119280,119281,117945,280788,280788,292795,119082
Yes,45300,16967,117961,118300,125872,120344,267223,118424,120346
Yes,37639,11523,118106,118107,117884,117885,117913,117887,117888
Yes,6977,6201,117961,118225,120663,118321,117906,290919,118322
Yes,42031,119350,117961,118386,118522,129561,134045,3130,129563
Yes,43136,2837,118887,118888,118631,118422,300136,118424,118425
Yes,33147,2908,117961,118343,118979,119433,133686,118424,119435
No,75639,257604,117961,118386,119214,118321,117906,290919,118322
Yes,25213,1311,117961,117962,118910,118451,123503,118453,118454
Yes,4675,2349,117961,119715,118501,117905,290919,290919,117908
Yes,41325,3053,117961,118225,120663,118641,306399,118643,118644
Yes,101294,2948,118315,118316,225010,118777,279443,308574,118779
Yes,14910,873,117961,118413,120526,118321,118448,290919,118322
No,39887,6299,117961,117962,118501,118321,118448,290919,118322
Yes,75179,57691,117961,117962,120677,122022,265969,119221,122024
Yes,35531,5360,117961,118446,118447,118784,117906,290919,118786
Yes,114226,7491,117961,118300,119181,118321,117906,290919,118322
No,28532,26170,117916,117917,117884,117879,117886,19721,117880
Yes,23921,4733,118290,118291,120126,118980,166203,118295,118982
Yes,843,5409,117961,118343,119993,118321,240983,290919,118322
Yes,40712,771,117961,118300,120722,118321,117906,290919,118322
Yes,13878,14674,11146,118491,117920,118568,163031,19721,118570
Yes,20289,82603,118120,118121,124051,179731,288579,117887,117973
Yes,64721,8410,118212,118580,117895,117896,117913,117887,117898
Yes,20897,27222,117961,118327,123901,118636,310589,118638,118639
Yes,39879,18073,118256,118257,118623,118995,136748,292795,118997
Yes,25217,111936,117961,118300,118783,118784,117906,290919,118786
Yes,78972,15886,117961,118052,120356,122067,237245,118424,122069
Yes,107623,4362,118212,118213,126955,119962,311618,118205,119964
Yes,35792,2661,122880,122974,122870,118207,180031,270488,118209
Yes,36976,34608,117961,118327,118320,118784,118785,290919,118786
Yes,80638,35976,122532,123330,118317,130637,258874,119695,130638
Yes,4675,7554,117961,118225,120551,128230,302830,4673,128231
Yes,25993,51301,118290,118291,121108,118293,118294,118295,118296
Yes,73113,6751,117961,117969,6725,125687,245631,6725,125689
Yes,22391,4729,117961,118300,125821,118054,118443,117887,118055
Yes,16443,16850,117961,118225,119238,119093,120324,119095,119096
Yes,36376,190,117961,118413,121639,118321,117906,290919,118322
Yes,34954,70641,117961,118327,120318,118685,310608,308574,118687
Yes,45104,46165,118887,118888,118889,118890,126250,118398,118892
No,31025,7647,117961,118300,119181,118321,117906,290919,118322
Yes,33245,743,117961,118343,120722,118784,117906,290919,118786
Yes,38710,22363,118084,118085,117912,117885,117913,117887,117888
Yes,3853,123313,118169,118170,125857,117946,125858,292795,117948
Yes,24887,16850,117961,118225,119092,119093,132519,119095,119096
Yes,76545,3558,117902,118041,118042,118043,118044,270488,118046
Yes,79092,4417,117961,118413,119968,130857,232825,308574,130858
Yes,6094,49850,117961,118413,122007,118259,126257,290919,118261
Yes,45624,71401,91261,118026,118063,136115,267952,118667,136117
Yes,20294,31941,117916,118011,118599,179731,258199,117887,117973
Yes,79092,2003,118550,118551,118378,119192,300603,119184,119194
Yes,42634,1443,117961,118343,120722,118321,117906,290919,118322
Yes,42093,61062,117961,118446,120368,119849,219966,118638,119851
Yes,75901,3116,117961,118300,147589,118826,236735,118424,118828
Yes,87711,40509,117961,118225,118403,119743,132775,3130,119745
Yes,40867,7411,117961,118386,118746,118451,130134,118453,118454
Yes,97519,56744,117961,118386,118635,118685,262400,308574,118687
Yes,39883,52194,117961,118052,118867,118054,118054,117887,118055
Yes,75078,15378,118315,118316,125316,129229,168284,119788,129231
No,17278,3634,119596,119597,121108,118728,252267,118295,118730
Yes,75078,3889,117961,118386,121668,126184,140840,118762,126186
Yes,43509,2373,117961,117962,118501,118685,250291,308574,118687
Yes,13878,22345,118106,118107,117941,117879,117886,19721,117880
Yes,28315,2174,118573,118574,118042,118043,170746,270488,118046
Yes,32270,724,117961,118300,119181,118321,117906,290919,118322
Yes,75901,13845,117961,117962,118791,118792,211906,118424,118794
Yes,39331,71189,117961,118386,121883,133306,168365,118205,133308
Yes,38391,310280,118126,118237,117895,117896,117913,117887,117898
Yes,37260,79403,117983,117984,117878,118568,292195,19721,118570
Yes,278393,2395,117961,118300,123055,118728,301534,118295,118730
Yes,45974,55146,118752,119070,118754,119885,118806,118474,119887
Yes,3853,17592,117961,118386,121961,118368,254718,117887,118486
Yes,19802,770,117961,118300,119181,121594,302830,4673,121596
Yes,6977,100,120140,120141,142145,117905,156948,290919,117908
Yes,79092,31093,117961,118343,118810,118674,123679,19793,118676
Yes,31661,15967,117961,118300,124942,118321,240983,290919,118322
Yes,4675,239,117961,118225,118403,117905,117906,290919,117908
Yes,1529,1541,117961,118225,123173,118054,120716,117887,118055
Yes,16191,25242,117887,118178,118320,118685,279443,308574,118687
No,34138,4932,117961,118225,119824,123737,147851,118960,123738
Yes,81297,1325,117961,117962,118910,117905,240983,290919,117908
Yes,45481,2908,117961,118343,118979,120344,129564,118424,120346
Yes,37439,25,117961,117962,122224,118321,117906,290919,118322
Yes,7543,133801,119062,119091,118535,118451,130134,118453,118454
Yes,20743,58677,118084,118085,117920,118568,122142,19721,118570
Yes,42085,16682,119596,119597,120026,118293,118294,118295,118296
Yes,75078,73816,119170,119171,118464,118465,167528,118467,118468
Yes,33231,27102,117961,118327,118507,118863,147148,118398,118865
Yes,15064,55941,117961,118327,122109,118054,118054,117887,118055
Yes,31661,49323,118990,118991,118992,118321,117906,290919,118322
Yes,28804,6831,117961,117969,6725,122290,254248,6725,122292
Yes,77953,46832,117989,117990,118810,119323,128571,19793,119325
Yes,28579,5143,117961,118343,123125,119849,244844,118638,119851
Yes,42431,57797,119596,119597,169899,119928,306404,118331,119929
Yes,3853,4953,117961,118343,123476,120006,294485,118424,120008
Yes,6016,5636,117961,118413,122007,118784,124402,290919,118786
No,18072,20900,118752,119070,119136,119137,226134,118474,119139
Yes,20284,58557,117980,117981,117920,117879,117886,19721,117880
Yes,39937,2299,117961,117962,119223,123737,131844,118960,123738
Yes,32030,1012,117961,118225,119924,118321,117906,290919,118322
Yes,37951,51534,118602,118603,118008,117885,117913,117887,117888
Yes,35648,5156,118290,118291,119890,118293,118294,118295,118296
Yes,5112,139354,120342,120343,119076,119077,309291,118372,119079
Yes,26948,44038,117902,117903,118910,119346,302830,4673,119348
Yes,3617,3648,117961,118300,118631,118834,309123,118424,118836
Yes,6977,7032,117961,118225,120551,133306,133307,118205,133308
Yes,32032,49626,117961,118327,129972,117905,117906,290919,117908
Yes,3853,5303,118658,119883,118635,174391,273082,119695,174393
Yes,15030,1146,117961,118225,120663,117905,240983,290919,117908
No,278393,28590,117961,118327,120685,307024,256202,118331,118332
Yes,42012,87908,117961,118413,120370,118784,117906,290919,118786
Yes,16176,1146,117961,118225,120663,117905,240983,290919,117908
Yes,37807,83596,118090,118091,117941,117885,117913,117887,117888
Yes,31441,17128,117961,118300,119984,118396,300044,118398,118399
Yes,80978,2781,117961,118300,118783,118054,131373,117887,118055
Yes,81070,19832,117961,118327,123901,117905,117906,290919,117908
Yes,74127,17598,117961,118300,118631,135809,176829,118331,135811
Yes,7678,2930,117961,118343,118700,120690,136365,290919,120692
Yes,74883,1539,117961,118225,121716,119849,150266,118638,119851
Yes,75078,29583,118315,118316,118673,119976,301141,19793,119978
Yes,4685,43,119920,119921,119922,117905,129950,290919,117908
Yes,27785,101834,119134,119135,118042,118207,200069,270488,118209
No,20218,51733,119280,119281,117945,126684,193644,292795,126685
Yes,23096,70056,117961,118225,118403,118685,120316,308574,118687
Yes,31960,3258,117961,118446,16232,119351,257510,3130,119353
Yes,20364,17253,117961,118052,120398,120344,310997,118424,120346
Yes,25269,5730,117961,118446,118458,124305,120579,118762,124307
Yes,35376,95428,91261,118026,118202,118321,117906,290919,118322
Yes,79121,4909,117961,118300,118458,120344,311701,118424,120346
Yes,28149,56744,117961,118386,118635,118685,262400,308574,118687
Yes,102630,51138,117961,118413,119968,118321,240983,290919,118322
No,23181,55982,117983,117984,117878,117899,119057,19721,117900
Yes,56547,782,117961,118413,127522,117905,117906,290919,117908
No,75685,6018,117961,118413,122007,118321,117906,290919,118322
Yes,25993,23263,141221,141222,119598,208565,273828,119788,208567
Yes,80894,6999,117961,118343,121747,118321,117906,290919,118322
Yes,20222,69370,118256,118257,117945,280788,280788,292795,119082
Yes,29262,7133,117961,118327,118320,118321,117906,290919,118322
Yes,44123,51058,117902,117903,134257,118318,168365,118205,118319
Yes,39488,249,117961,118225,118403,117905,240983,290919,117908
Yes,15352,23340,117961,118225,120663,122030,134579,122032,122033
Yes,25993,3509,118752,119070,118042,118563,194960,270488,118565
Yes,20294,56775,117916,117917,117884,117879,117886,19721,117880
Yes,45610,13037,118006,118007,118008,117879,117897,19721,117880
Yes,33147,3770,117961,118343,118395,120647,311441,118398,120649
Yes,44880,901,117902,117903,120428,117905,117906,290919,117908
Yes,33146,139593,117902,118041,119781,130479,179826,119784,130481
No,34216,6256,119134,119135,118437,117896,199346,117887,117898
