Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
21,5.0,Snack ,electric_scooter ,12
20,3.9,Buffet ,motorcycle ,44
36,3.5,Buffet ,scooter ,41
31,4.0,Meal ,scooter ,37
23,4.1,Snack ,scooter ,33
30,3.8,Drinks ,electric_scooter ,41
39,3.9,Buffet ,electric_scooter ,36
38,4.1,Meal ,scooter ,41
37,3.8,Buffet ,motorcycle ,34
38,3.8,Snack ,motorcycle ,41
31,4.5,Buffet ,electric_scooter ,19
28,4.3,Buffet ,motorcycle ,25
38,3.7,Meal ,scooter ,38
39,3.1,Snack ,motorcycle ,31
34,3.6,Snack ,motorcycle ,41
29,4.3,Meal ,electric_scooter ,38
26,2.9,Drinks ,scooter ,39
21,4.2,Meal ,electric_scooter ,35
36,4.4,Snack ,electric_scooter ,37
28,2.6,Buffet ,electric_scooter ,34
32,4.3,Buffet ,electric_scooter ,37
28,3.2,Drinks ,scooter ,33
33,4.3,Meal ,electric_scooter ,36
26,4.0,Meal ,electric_scooter ,32
21,4.2,Snack ,electric_scooter ,37
21,4.3,Drinks ,motorcycle ,34
39,3.5,Drinks ,scooter ,37
27,3.9,Meal ,motorcycle ,44
32,4.4,Meal ,electric_scooter ,42
37,3.7,Drinks ,motorcycle ,41
35,3.8,Buffet ,motorcycle ,33
30,4.1,Meal ,electric_scooter ,34
30,4.3,Buffet ,scooter ,33
23,3.7,Snack ,motorcycle ,45
37,3.9,Snack ,electric_scooter ,43
22,3.6,Buffet ,motorcycle ,40
39,4.1,Drinks ,electric_scooter ,31
23,3.7,Drinks ,motorcycle ,41
23,4.1,Meal ,motorcycle ,18
34,3.9,Snack ,electric_scooter ,37
33,3.6,Drinks ,motorcycle ,36
39,4.1,Snack ,scooter ,47
23,4.2,Snack ,scooter ,38
21,4.4,Meal ,electric_scooter ,32
22,3.5,Meal ,motorcycle ,33
32,3.4,Buffet ,motorcycle ,31
34,3.6,Meal ,electric_scooter ,37
31,3.8,Meal ,electric_scooter ,31
37,3.2,Buffet ,motorcycle ,34
30,3.7,Buffet ,scooter ,32
39,4.0,Buffet ,electric_scooter ,37
22,4.9,Snack ,electric_scooter ,18
36,4.5,Meal ,electric_scooter ,22
22,3.3,Drinks ,electric_scooter ,32
38,3.9,Snack ,scooter ,33
21,2.8,Meal ,electric_scooter ,35
24,3.2,Buffet ,scooter ,43
34,3.8,Drinks ,motorcycle ,33
38,3.6,Drinks ,electric_scooter ,31
37,3.6,Buffet ,scooter ,37
23,3.5,Drinks ,scooter ,41
34,4.0,Buffet ,electric_scooter ,40
35,3.9,Buffet ,motorcycle ,43
32,3.5,Drinks ,electric_scooter ,36
25,2.7,Snack ,motorcycle ,37
33,3.8,Drinks ,motorcycle ,33
33,3.5,Snack ,motorcycle ,43
30,3.6,Snack ,motorcycle ,39
33,3.9,Snack ,electric_scooter ,34
32,4.1,Drinks ,electric_scooter ,34
31,3.9,Meal ,motorcycle ,33
24,4.3,Drinks ,electric_scooter ,32
28,3.5,Drinks ,scooter ,35
28,2.5,Snack ,scooter ,43
21,4.4,Buffet ,scooter ,32
35,3.7,Snack ,electric_scooter ,34
31,3.8,Drinks ,electric_scooter ,41
28,2.8,Meal ,electric_scooter ,35
21,3.1,Drinks ,electric_scooter ,33
34,3.6,Meal ,motorcycle ,39
22,4.2,Drinks ,electric_scooter ,39
30,3.5,Meal ,motorcycle ,32
39,3.5,Snack ,motorcycle ,38
20,3.2,Meal ,scooter ,34
38,3.8,Meal ,scooter ,42
38,4.5,Drinks ,electric_scooter ,29
36,4.1,Meal ,electric_scooter ,36
33,3.0,Snack ,motorcycle ,32
26,4.4,Drinks ,electric_scooter ,37
39,4.0,Meal ,electric_scooter ,34
26,2.7,Drinks ,motorcycle ,31
31,4.1,Snack ,scooter ,33
23,3.5,Snack ,electric_scooter ,38
33,4.3,Snack ,electric_scooter ,38
21,5.0,Buffet ,electric_scooter ,24
30,4.1,Buffet ,electric_scooter ,31
24,4.3,Snack ,scooter ,34
25,3.4,Snack ,electric_scooter ,32
34,3.9,Buffet ,motorcycle ,31
34,4.0,Drinks ,scooter ,36
35,3.6,Drinks ,motorcycle ,35
22,3.3,Snack ,scooter ,37
38,3.6,Snack ,electric_scooter ,40
36,3.7,Snack ,scooter ,35
38,3.5,Drinks ,motorcycle ,31
22,4.1,Drinks ,scooter ,35
29,4.9,Meal ,electric_scooter ,18
35,3.5,Meal ,motorcycle ,43
32,3.6,Drinks ,electric_scooter ,43
25,4.3,Drinks ,scooter ,33
21,4.4,Buffet ,electric_scooter ,38
31,3.5,Meal ,scooter ,39
27,4.1,Meal ,scooter ,31
33,3.5,Snack ,scooter ,43
27,3.9,Buffet ,motorcycle ,41
26,3.9,Snack ,motorcycle ,47
37,3.5,Drinks ,scooter ,38
22,4.4,Meal ,scooter ,34
30,4.4,Drinks ,electric_scooter ,31
30,3.5,Snack ,motorcycle ,36
25,2.9,Meal ,scooter ,39
39,3.7,Meal ,electric_scooter ,38
23,2.5,Drinks ,electric_scooter ,32
31,4.0,Drinks ,electric_scooter ,33
30,3.6,Buffet ,scooter ,33
36,3.5,Drinks ,scooter ,34
22,3.5,Drinks ,motorcycle ,44
22,3.7,Meal ,motorcycle ,47
24,4.2,Snack ,scooter ,33
26,4.2,Drinks ,scooter ,44
20,3.2,Snack ,motorcycle ,39
32,3.7,Snack ,motorcycle ,33
26,4.5,Drinks ,electric_scooter ,27
24,4.1,Buffet ,scooter ,43
33,3.8,Meal ,scooter ,37
32,3.7,Buffet ,scooter ,31
38,4.1,Buffet ,electric_scooter ,39
50,6.0,Snack ,scooter ,25
39,3.6,Snack ,motorcycle ,33
38,4.1,Snack ,electric_scooter ,44
20,3.6,Snack ,motorcycle ,46
39,5.0,Drinks ,electric_scooter ,27
29,2.6,Buffet ,electric_scooter ,31
30,3.9,Meal ,scooter ,41
35,3.9,Buffet ,scooter ,32
24,2.9,Snack ,motorcycle ,43
37,3.7,Snack ,electric_scooter ,37
20,2.8,Drinks ,scooter ,32
37,3.1,Buffet ,motorcycle ,33
32,3.8,Drinks ,electric_scooter ,39
32,3.5,Meal ,scooter ,33
30,3.6,Snack ,electric_scooter ,43
24,4.2,Meal ,electric_scooter ,32
36,3.8,Buffet ,motorcycle ,39
31,3.7,Drinks ,electric_scooter ,37
23,3.8,Drinks ,motorcycle ,41
39,4.3,Drinks ,electric_scooter ,43
32,3.7,Buffet ,motorcycle ,44
30,4.3,Snack ,electric_scooter ,36
29,4.1,Drinks ,motorcycle ,28
34,3.7,Snack ,scooter ,32
30,3.8,Buffet ,motorcycle ,39
29,2.5,Drinks ,scooter ,41
37,3.7,Snack ,motorcycle ,38
50,6.0,Snack ,motorcycle ,33
34,4.2,Buffet ,electric_scooter ,35
38,3.7,Meal ,motorcycle ,31
20,3.8,Buffet ,motorcycle ,40
28,4.1,Snack ,electric_scooter ,39
25,3.5,Buffet ,scooter ,41
21,2.6,Snack ,scooter ,39
38,3.9,Meal ,motorcycle ,42
34,3.0,Snack ,motorcycle ,32
39,3.8,Drinks ,motorcycle ,37
28,3.3,Buffet ,electric_scooter ,43
24,4.2,Meal ,scooter ,31
26,3.7,Drinks ,motorcycle ,51
31,3.9,Drinks ,electric_scooter ,37
34,3.6,Buffet ,scooter ,37
31,3.8,Meal ,motorcycle ,31
33,5.0,Buffet ,electric_scooter ,31
30,3.5,Meal ,electric_scooter ,39
24,3.1,Meal ,scooter ,31
32,3.9,Drinks ,electric_scooter ,38
32,4.0,Buffet ,scooter ,34
21,2.7,Snack ,motorcycle ,41
34,3.3,Meal ,motorcycle ,34
34,4.1,Drinks ,scooter ,32
26,4.3,Drinks ,electric_scooter ,38
35,4.4,Meal ,electric_scooter ,37
39,3.4,Buffet ,motorcycle ,34
38,3.9,Meal ,scooter ,32
34,3.7,Snack ,motorcycle ,31
21,2.9,Buffet ,scooter ,40
29,2.9,Drinks ,electric_scooter ,32
50,6.0,Buffet ,bicycle ,39
24,3.7,Snack ,motorcycle ,46
20,3.5,Drinks ,scooter ,40
37,3.7,Snack ,scooter ,41
26,3.7,Snack ,motorcycle ,51
39,4.0,Meal ,scooter ,33
32,3.9,Buffet ,scooter ,38
35,3.7,Snack ,motorcycle ,31
27,4.4,Drinks ,motorcycle ,36
23,4.3,Buffet ,electric_scooter ,32
26,3.3,Buffet ,scooter ,39
31,3.9,Drinks ,motorcycle ,31
22,3.5,Buffet ,motorcycle ,36
20,3.2,Buffet ,motorcycle ,44
38,3.2,Drinks ,motorcycle ,32
33,3.1,Meal ,motorcycle ,32
50,6.0,Drinks ,bicycle ,30
28,2.7,Meal ,scooter ,35
34,3.5,Meal ,electric_scooter ,35
39,4.3,Snack ,electric_scooter ,37
34,4.1,Drinks ,electric_scooter ,42
15,1.0,Meal ,electric_scooter ,24
20,4.4,Snack ,electric_scooter ,34
29,5.0,Meal ,electric_scooter ,15
23,5.0,Meal ,electric_scooter ,15
22,4.1,Snack ,electric_scooter ,38
34,3.9,Drinks ,scooter ,38
28,4.4,Drinks ,electric_scooter ,34
27,3.7,Snack ,motorcycle ,53
25,3.4,Meal ,scooter ,34
22,4.1,Meal ,scooter ,35
20,4.0,Buffet ,electric_scooter ,39
24,4.0,Buffet ,scooter ,40
29,3.9,Snack ,motorcycle ,44
20,4.0,Snack ,motorcycle ,31
28,3.5,Snack ,scooter ,31
22,3.2,Buffet ,scooter ,41
37,4.3,Meal ,electric_scooter ,35
31,3.5,Drinks ,scooter ,39
39,3.9,Meal ,electric_scooter ,36
39,3.8,Drinks ,electric_scooter ,32
35,3.8,Buffet ,scooter ,32
24,5.0,Buffet ,electric_scooter ,23
25,3.4,Snack ,scooter ,44
21,4.4,Drinks ,scooter ,32
37,3.8,Meal ,scooter ,41
20,4.1,Drinks ,electric_scooter ,34
20,2.6,Drinks ,scooter ,43
21,2.8,Buffet ,electric_scooter ,35
26,4.0,Drinks ,scooter ,34
23,3.9,Drinks ,motorcycle ,40
31,3.8,Meal ,scooter ,38
27,4.4,Buffet ,electric_scooter ,40
25,3.7,Drinks ,motorcycle ,46
28,3.8,Snack ,motorcycle ,46
39,4.5,Snack ,electric_scooter ,29
34,3.9,Snack ,scooter ,35
33,4.2,Drinks ,electric_scooter ,31
22,4.2,Buffet ,scooter ,42
31,4.0,Buffet ,electric_scooter ,35
27,4.3,Meal ,electric_scooter ,31
36,3.9,Buffet ,electric_scooter ,35
34,4.3,Drinks ,electric_scooter ,40
25,2.7,Drinks ,motorcycle ,31
31,3.6,Meal ,electric_scooter ,31
20,2.7,Meal ,motorcycle ,40
23,2.6,Drinks ,scooter ,43
33,4.3,Snack ,scooter ,35
37,4.5,Drinks ,electric_scooter ,28
25,3.5,Drinks ,motorcycle ,41
23,4.4,Snack ,scooter ,33
36,4.0,Drinks ,electric_scooter ,34
24,3.4,Snack ,scooter ,38
33,3.8,Snack ,motorcycle ,33
37,3.5,Drinks ,motorcycle ,32
23,4.0,Meal ,scooter ,33
37,3.6,Snack ,motorcycle ,32
20,3.2,Snack ,electric_scooter ,31
24,4.2,Snack ,electric_scooter ,31
20,4.4,Meal ,scooter ,32
25,4.0,Drinks ,electric_scooter ,34
39,4.3,Buffet ,electric_scooter ,41
37,3.9,Buffet ,scooter ,40
32,3.6,Buffet ,motorcycle ,34
24,2.9,Meal ,scooter ,36
26,4.3,Snack ,scooter ,35
39,3.7,Meal ,motorcycle ,37
23,3.3,Buffet ,scooter ,31
34,4.3,Meal ,electric_scooter ,38
35,4.2,Meal ,electric_scooter ,33
36,3.6,Snack ,scooter ,44
27,2.8,Drinks ,motorcycle ,34
34,3.7,Buffet ,scooter ,34
37,3.8,Buffet ,scooter ,39
27,2.5,Drinks ,motorcycle ,44
24,4.5,Snack ,electric_scooter ,10
20,4.0,Meal ,electric_scooter ,34
38,3.5,Snack ,electric_scooter ,31
37,3.8,Snack ,electric_scooter ,35
26,4.1,Buffet ,electric_scooter ,35
30,4.0,Snack ,electric_scooter ,48
30,3.9,Drinks ,motorcycle ,34
28,4.0,Meal ,electric_scooter ,34
21,3.5,Buffet ,motorcycle ,42
38,3.7,Snack ,motorcycle ,34
27,4.2,Drinks ,electric_scooter ,38
25,4.0,Buffet ,scooter ,33
28,3.1,Meal ,scooter ,35
27,4.0,Buffet ,scooter ,32
27,4.2,Drinks ,scooter ,31
25,3.1,Drinks ,motorcycle ,42
35,3.8,Meal ,electric_scooter ,31
23,3.3,Drinks ,scooter ,44
30,4.7,Meal ,electric_scooter ,25
34,5.0,Meal ,electric_scooter ,29
20,4.5,Buffet ,electric_scooter ,24
26,2.5,Drinks ,electric_scooter ,36
26,3.1,Snack ,motorcycle ,44
26,4.2,Meal ,scooter ,42
27,3.2,Snack ,scooter ,36
21,4.3,Meal ,scooter ,31
35,3.6,Meal ,scooter ,38
28,4.4,Meal ,scooter ,40
24,4.1,Drinks ,scooter ,33
29,3.8,Drinks ,motorcycle ,42
37,5.0,Buffet ,electric_scooter ,30
32,3.7,Drinks ,electric_scooter ,38
22,4.0,Snack ,motorcycle ,28
34,3.6,Drinks ,electric_scooter ,31
20,4.0,Drinks ,electric_scooter ,35
27,2.7,Drinks ,scooter ,33
25,4.0,Meal ,scooter ,33
22,4.3,Drinks ,scooter ,31
37,4.1,Meal ,electric_scooter ,33
29,2.9,Buffet ,motorcycle ,38
30,3.6,Drinks ,electric_scooter ,42
21,2.6,Drinks ,scooter ,43
28,3.7,Buffet ,motorcycle ,54
39,3.5,Buffet ,scooter ,35
29,2.7,Drinks ,scooter ,38
20,3.8,Snack ,motorcycle ,47
25,4.3,Meal ,scooter ,37
35,4.2,Snack ,electric_scooter ,33
39,3.9,Meal ,scooter ,31
28,4.4,Drinks ,scooter ,36
38,4.2,Buffet ,electric_scooter ,34
33,3.9,Buffet ,motorcycle ,43
33,3.6,Drinks ,electric_scooter ,35
26,3.8,Drinks ,motorcycle ,41
33,3.8,Drinks ,electric_scooter ,33
26,3.7,Buffet ,motorcycle ,42
39,3.7,Meal ,scooter ,38
32,3.6,Drinks ,scooter ,36
33,3.6,Meal ,electric_scooter ,36
27,3.5,Snack ,motorcycle ,50
29,4.0,Drinks ,scooter ,34
22,3.7,Buffet ,motorcycle ,47
26,2.8,Meal ,scooter ,38
31,3.4,Meal ,motorcycle ,31
26,3.4,Meal ,scooter ,41
29,2.7,Buffet ,motorcycle ,32
33,3.6,Snack ,electric_scooter ,37
27,2.9,Snack ,scooter ,43
30,3.8,Meal ,scooter ,31
22,2.7,Snack ,motorcycle ,39
26,2.7,Meal ,scooter ,39
28,3.3,Buffet ,scooter ,42
38,3.8,Snack ,electric_scooter ,33
33,3.4,Buffet ,motorcycle ,31
20,4.3,Meal ,electric_scooter ,34
33,4.2,Meal ,electric_scooter ,39
20,2.7,Meal ,scooter ,39
28,3.5,Meal ,scooter ,38
20,2.6,Drinks ,motorcycle ,43
37,3.7,Buffet ,electric_scooter ,33
32,4.4,Drinks ,electric_scooter ,31
27,3.5,Drinks ,motorcycle ,51
31,3.5,Buffet ,electric_scooter ,32
30,4.0,Meal ,electric_scooter ,38
21,3.4,Meal ,motorcycle ,40
34,4.0,Snack ,electric_scooter ,34
24,2.6,Drinks ,motorcycle ,42
30,3.0,Drinks ,motorcycle ,34
20,3.7,Snack ,motorcycle ,47
33,3.8,Buffet ,electric_scooter ,36
25,4.1,Drinks ,scooter ,38
35,4.3,Drinks ,electric_scooter ,33
32,3.9,Meal ,motorcycle ,43
29,4.3,Buffet ,electric_scooter ,35
38,4.2,Drinks ,electric_scooter ,33
28,4.5,Meal ,electric_scooter ,16
33,4.1,Snack ,electric_scooter ,44
24,3.3,Buffet ,scooter ,42
26,4.4,Drinks ,scooter ,39
24,2.6,Drinks ,scooter ,36
24,4.4,Snack ,scooter ,42
29,4.3,Drinks ,electric_scooter ,35
36,3.3,Meal ,motorcycle ,32
23,4.1,Buffet ,scooter ,39
30,3.5,Snack ,scooter ,34
34,4.3,Snack ,electric_scooter ,44
39,3.7,Buffet ,scooter ,34
33,3.9,Snack ,scooter ,44
29,3.3,Buffet ,scooter ,41
22,2.9,Buffet ,motorcycle ,44
25,4.4,Snack ,electric_scooter ,32
20,4.2,Snack ,electric_scooter ,35
30,3.2,Drinks ,motorcycle ,31
21,4.2,Drinks ,electric_scooter ,43
23,3.5,Drinks ,motorcycle ,32
35,4.3,Meal ,electric_scooter ,43
30,3.9,Drinks ,electric_scooter ,32
23,3.1,Snack ,scooter ,35
21,2.6,Snack ,motorcycle ,37
30,3.8,Drinks ,motorcycle ,38
33,3.4,Drinks ,motorcycle ,34
36,3.6,Drinks ,electric_scooter ,43
26,4.0,Buffet ,scooter ,35
24,4.4,Drinks ,electric_scooter ,32
31,3.2,Snack ,motorcycle ,32
27,3.5,Buffet ,scooter ,38
29,4.0,Buffet ,electric_scooter ,39
23,3.5,Meal ,scooter ,38
28,3.6,Meal ,motorcycle ,53
32,3.5,Drinks ,motorcycle ,32
26,3.9,Meal ,motorcycle ,46
21,4.0,Meal ,electric_scooter ,31
24,3.4,Buffet ,scooter ,38
29,3.5,Snack ,motorcycle ,42
39,3.8,Meal ,motorcycle ,38
31,4.2,Buffet ,electric_scooter ,35
25,4.1,Meal ,scooter ,33
20,3.6,Meal ,motorcycle ,48
31,4.1,Snack ,electric_scooter ,43
29,3.6,Meal ,motorcycle ,44
33,3.7,Meal ,scooter ,32
30,4.1,Snack ,electric_scooter ,31
29,3.9,Drinks ,motorcycle ,49
24,3.3,Meal ,electric_scooter ,36
20,3.5,Snack ,motorcycle ,49
38,3.7,Drinks ,electric_scooter ,44
