,job,marital,education,housing,loan,contact,poutcome,SubscribeTermDeposit no,SubscribeTermDeposit yes
1963,technician,single,unknown,yes,yes,unknown,unknown,no,
1964,unemployed,divorced,primary,no,no,cellular,failure,no,
1965,unemployed,divorced,primary,no,no,cellular,other,no,
1966,unemployed,divorced,primary,no,no,cellular,unknown,no,yes
1967,unemployed,divorced,primary,no,no,telephone,other,no,
1968,unemployed,divorced,primary,no,no,telephone,unknown,no,
1969,unemployed,divorced,primary,no,no,unknown,unknown,no,
1970,unemployed,divorced,primary,no,yes,cellular,unknown,no,
1971,unemployed,divorced,primary,yes,no,cellular,unknown,no,
1972,unemployed,divorced,primary,yes,no,unknown,unknown,no,
1973,unemployed,divorced,primary,yes,yes,unknown,unknown,,no
1974,unemployed,divorced,secondary,no,no,cellular,failure,no,
1975,unemployed,divorced,secondary,no,no,cellular,success,yes,
1976,unemployed,divorced,secondary,no,no,cellular,unknown,no,no
1977,unemployed,divorced,secondary,no,no,telephone,unknown,no,
1978,unemployed,divorced,secondary,no,no,unknown,unknown,no,
1979,unemployed,divorced,secondary,no,yes,cellular,other,no,
1980,unemployed,divorced,secondary,no,yes,cellular,unknown,no,
1981,unemployed,divorced,secondary,no,yes,unknown,unknown,no,
1982,unemployed,divorced,secondary,yes,no,cellular,failure,no,
1983,unemployed,divorced,secondary,yes,no,cellular,other,no,
1984,unemployed,divorced,secondary,yes,no,cellular,success,yes,
1985,unemployed,divorced,secondary,yes,no,cellular,unknown,no,no
1986,unemployed,divorced,secondary,yes,no,telephone,failure,no,
1987,unemployed,divorced,secondary,yes,no,telephone,unknown,no,
1988,unemployed,divorced,secondary,yes,no,unknown,failure,no,
1989,unemployed,divorced,secondary,yes,no,unknown,other,yes,
1990,unemployed,divorced,secondary,yes,no,unknown,unknown,no,
1991,unemployed,divorced,secondary,yes,yes,cellular,failure,no,
1992,unemployed,divorced,secondary,yes,yes,cellular,unknown,no,
1993,unemployed,divorced,secondary,yes,yes,unknown,unknown,no,
1994,unemployed,divorced,tertiary,no,no,cellular,failure,no,
1995,unemployed,divorced,tertiary,no,no,cellular,unknown,yes,
1996,unemployed,divorced,tertiary,no,no,unknown,unknown,no,
1997,unemployed,divorced,tertiary,yes,no,cellular,failure,no,
1998,unemployed,divorced,tertiary,yes,no,cellular,success,no,
1999,unemployed,divorced,tertiary,yes,no,cellular,unknown,no,no
2000,unemployed,divorced,tertiary,yes,no,unknown,unknown,,no
2001,unemployed,divorced,tertiary,yes,yes,cellular,unknown,no,
2002,unemployed,divorced,unknown,no,no,cellular,unknown,yes,
2003,unemployed,married,primary,no,no,cellular,failure,no,
2004,unemployed,married,primary,no,no,cellular,other,no,
2005,unemployed,married,primary,no,no,cellular,unknown,no,no
2006,unemployed,married,primary,no,no,telephone,unknown,no,
2007,unemployed,married,primary,no,no,unknown,unknown,no,
2008,unemployed,married,primary,no,yes,cellular,unknown,no,
2009,unemployed,married,primary,no,yes,unknown,unknown,no,
2010,unemployed,married,primary,yes,no,cellular,failure,yes,no
2011,unemployed,married,primary,yes,no,cellular,success,yes,
2012,unemployed,married,primary,yes,no,cellular,unknown,no,no
2013,unemployed,married,primary,yes,no,telephone,failure,no,
2014,unemployed,married,primary,yes,no,telephone,other,no,
2015,unemployed,married,primary,yes,no,telephone,unknown,no,no
2016,unemployed,married,primary,yes,no,unknown,unknown,no,no
2017,unemployed,married,primary,yes,yes,cellular,failure,no,
2018,unemployed,married,primary,yes,yes,cellular,unknown,no,
2019,unemployed,married,primary,yes,yes,unknown,unknown,no,
2020,unemployed,married,secondary,no,no,cellular,failure,no,
2021,unemployed,married,secondary,no,no,cellular,other,no,
2022,unemployed,married,secondary,no,no,cellular,success,no,
2023,unemployed,married,secondary,no,no,cellular,unknown,yes,no
2024,unemployed,married,secondary,no,no,telephone,failure,no,
2025,unemployed,married,secondary,no,no,telephone,unknown,no,
2026,unemployed,married,secondary,no,no,unknown,unknown,no,
2027,unemployed,married,secondary,no,yes,cellular,failure,no,
2028,unemployed,married,secondary,no,yes,cellular,unknown,no,
2029,unemployed,married,secondary,no,yes,telephone,unknown,no,
2030,unemployed,married,secondary,no,yes,unknown,unknown,no,
2031,unemployed,married,secondary,yes,no,cellular,failure,no,
2032,unemployed,married,secondary,yes,no,cellular,other,no,
2033,unemployed,married,secondary,yes,no,cellular,success,yes,
2034,unemployed,married,secondary,yes,no,cellular,unknown,no,no
2035,unemployed,married,secondary,yes,no,telephone,failure,no,
2036,unemployed,married,secondary,yes,no,telephone,unknown,no,
2037,unemployed,married,secondary,yes,no,unknown,unknown,no,no
2038,unemployed,married,secondary,yes,yes,cellular,failure,no,
2039,unemployed,married,secondary,yes,yes,cellular,unknown,no,no
2040,unemployed,married,secondary,yes,yes,telephone,failure,yes,
2041,unemployed,married,secondary,yes,yes,telephone,other,no,
2042,unemployed,married,secondary,yes,yes,telephone,unknown,no,
2043,unemployed,married,secondary,yes,yes,unknown,unknown,no,no
2044,unemployed,married,tertiary,no,no,cellular,failure,yes,
2045,unemployed,married,tertiary,no,no,cellular,success,no,
2046,unemployed,married,tertiary,no,no,cellular,unknown,no,
2047,unemployed,married,tertiary,no,no,telephone,failure,no,
2048,unemployed,married,tertiary,no,no,telephone,unknown,no,
2049,unemployed,married,tertiary,no,no,unknown,unknown,no,
2050,unemployed,married,tertiary,no,yes,cellular,unknown,no,
2051,unemployed,married,tertiary,no,yes,telephone,unknown,no,
2052,unemployed,married,tertiary,no,yes,unknown,unknown,no,
2053,unemployed,married,tertiary,yes,no,cellular,failure,no,
2054,unemployed,married,tertiary,yes,no,cellular,other,no,
2055,unemployed,married,tertiary,yes,no,cellular,success,no,
2056,unemployed,married,tertiary,yes,no,cellular,unknown,no,
2057,unemployed,married,tertiary,yes,no,unknown,unknown,no,
2058,unemployed,married,tertiary,yes,yes,cellular,unknown,no,
2059,unemployed,married,tertiary,yes,yes,unknown,unknown,no,
2060,unemployed,married,unknown,no,no,cellular,unknown,no,
2061,unemployed,married,unknown,no,no,telephone,unknown,no,
2062,unemployed,married,unknown,no,no,unknown,unknown,no,
2063,unemployed,married,unknown,yes,no,cellular,unknown,no,
2064,unemployed,married,unknown,yes,no,telephone,failure,no,
2065,unemployed,married,unknown,yes,no,telephone,success,no,
2066,unemployed,married,unknown,yes,no,telephone,unknown,yes,
2067,unemployed,married,unknown,yes,no,unknown,unknown,no,
2068,unemployed,single,primary,no,no,cellular,failure,yes,
2069,unemployed,single,primary,no,no,cellular,other,yes,
2070,unemployed,single,primary,no,no,cellular,success,yes,
2071,unemployed,single,primary,no,no,cellular,unknown,no,no
2072,unemployed,single,primary,no,no,telephone,unknown,no,
2073,unemployed,single,primary,no,no,unknown,unknown,no,
2074,unemployed,single,primary,no,yes,cellular,unknown,no,yes
2075,unemployed,single,primary,yes,no,cellular,unknown,no,
2076,unemployed,single,primary,yes,no,telephone,unknown,no,
2077,unemployed,single,primary,yes,no,unknown,unknown,no,
2078,unemployed,single,secondary,no,no,cellular,failure,yes,
2079,unemployed,single,secondary,no,no,cellular,other,yes,
2080,unemployed,single,secondary,no,no,cellular,success,yes,
2081,unemployed,single,secondary,no,no,cellular,unknown,yes,no
2082,unemployed,single,secondary,no,no,telephone,failure,no,
2083,unemployed,single,secondary,no,no,telephone,other,yes,
2084,unemployed,single,secondary,no,no,telephone,unknown,no,
2085,unemployed,single,secondary,no,no,unknown,unknown,no,
2086,unemployed,single,secondary,no,yes,cellular,failure,yes,
2087,unemployed,single,secondary,no,yes,cellular,unknown,no,
2088,unemployed,single,secondary,no,yes,telephone,unknown,,no
2089,unemployed,single,secondary,no,yes,unknown,unknown,no,
2090,unemployed,single,secondary,yes,no,cellular,failure,no,
2091,unemployed,single,secondary,yes,no,cellular,other,no,
2092,unemployed,single,secondary,yes,no,cellular,unknown,no,
2093,unemployed,single,secondary,yes,no,telephone,unknown,no,
2094,unemployed,single,secondary,yes,no,unknown,unknown,no,no
2095,unemployed,single,secondary,yes,yes,cellular,failure,no,
2096,unemployed,single,secondary,yes,yes,cellular,unknown,no,
2097,unemployed,single,secondary,yes,yes,unknown,unknown,no,
2098,unemployed,single,tertiary,no,no,cellular,failure,no,
2099,unemployed,single,tertiary,no,no,cellular,other,no,
2100,unemployed,single,tertiary,no,no,cellular,success,yes,
2101,unemployed,single,tertiary,no,no,cellular,unknown,no,
2102,unemployed,single,tertiary,no,no,telephone,other,no,
2103,unemployed,single,tertiary,no,no,telephone,success,yes,
2104,unemployed,single,tertiary,no,no,telephone,unknown,no,
2105,unemployed,single,tertiary,no,no,unknown,unknown,no,
2106,unemployed,single,tertiary,yes,no,cellular,failure,no,
2107,unemployed,single,tertiary,yes,no,cellular,other,no,
2108,unemployed,single,tertiary,yes,no,cellular,success,yes,
2109,unemployed,single,tertiary,yes,no,cellular,unknown,no,no
2110,unemployed,single,tertiary,yes,no,telephone,unknown,no,
2111,unemployed,single,tertiary,yes,no,unknown,unknown,no,
2112,unemployed,single,tertiary,yes,yes,cellular,failure,no,
2113,unemployed,single,tertiary,yes,yes,cellular,unknown,,no
2114,unemployed,single,tertiary,yes,yes,unknown,unknown,no,
2115,unemployed,single,unknown,no,no,cellular,unknown,yes,
2116,unemployed,single,unknown,no,no,telephone,unknown,no,
2117,unemployed,single,unknown,yes,no,cellular,failure,no,
2118,unemployed,single,unknown,yes,no,cellular,unknown,no,
2119,unemployed,single,unknown,yes,no,unknown,unknown,no,
2120,unknown,divorced,primary,no,no,cellular,failure,no,
2121,unknown,divorced,primary,no,no,cellular,unknown,no,
2122,unknown,divorced,primary,no,no,unknown,unknown,no,
2123,unknown,divorced,secondary,yes,no,cellular,failure,no,
2124,unknown,divorced,secondary,yes,no,cellular,unknown,no,
2125,unknown,divorced,secondary,yes,no,unknown,unknown,no,
2126,unknown,divorced,tertiary,no,no,cellular,unknown,no,
2127,unknown,divorced,tertiary,yes,no,telephone,failure,no,
2128,unknown,divorced,tertiary,yes,no,unknown,unknown,no,
2129,unknown,divorced,unknown,no,no,cellular,unknown,yes,
2130,unknown,divorced,unknown,no,no,telephone,unknown,no,
2131,unknown,divorced,unknown,no,no,unknown,unknown,no,
2132,unknown,divorced,unknown,yes,no,cellular,unknown,no,
2133,unknown,married,primary,no,no,cellular,unknown,no,
2134,unknown,married,primary,no,no,telephone,unknown,no,
2135,unknown,married,primary,no,no,unknown,unknown,no,
2136,unknown,married,primary,yes,no,cellular,unknown,no,
2137,unknown,married,primary,yes,no,telephone,unknown,no,
2138,unknown,married,primary,yes,yes,cellular,success,yes,
2139,unknown,married,primary,yes,yes,unknown,unknown,yes,
2140,unknown,married,secondary,no,no,cellular,failure,yes,
2141,unknown,married,secondary,no,no,cellular,other,yes,
2142,unknown,married,secondary,no,no,cellular,success,yes,
2143,unknown,married,secondary,no,no,cellular,unknown,no,
2144,unknown,married,secondary,no,no,telephone,failure,no,
2145,unknown,married,secondary,no,no,telephone,unknown,no,
2146,unknown,married,secondary,no,no,unknown,unknown,no,
2147,unknown,married,secondary,yes,no,cellular,failure,no,
2148,unknown,married,secondary,yes,no,cellular,unknown,no,
2149,unknown,married,secondary,yes,no,unknown,unknown,,no
2150,unknown,married,tertiary,no,no,cellular,failure,no,
2151,unknown,married,tertiary,no,no,cellular,unknown,no,
2152,unknown,married,tertiary,no,no,telephone,unknown,no,
2153,unknown,married,tertiary,no,no,unknown,unknown,no,
2154,unknown,married,tertiary,yes,no,unknown,unknown,no,
2155,unknown,married,unknown,no,no,cellular,failure,no,
2156,unknown,married,unknown,no,no,cellular,other,no,
2157,unknown,married,unknown,no,no,cellular,success,no,
2158,unknown,married,unknown,no,no,cellular,unknown,no,
2159,unknown,married,unknown,no,no,telephone,success,no,
2160,unknown,married,unknown,no,no,telephone,unknown,no,
2161,unknown,married,unknown,no,no,unknown,unknown,no,
2162,unknown,married,unknown,yes,no,cellular,unknown,no,
2163,unknown,married,unknown,yes,no,telephone,unknown,no,
2164,unknown,married,unknown,yes,no,unknown,unknown,no,
2165,unknown,single,primary,no,no,telephone,unknown,no,
2166,unknown,single,primary,no,no,unknown,unknown,no,
2167,unknown,single,primary,yes,no,cellular,failure,no,
2168,unknown,single,primary,yes,no,unknown,unknown,no,
2169,unknown,single,secondary,no,no,cellular,unknown,no,
2170,unknown,single,secondary,no,no,telephone,failure,yes,
2171,unknown,single,secondary,no,no,telephone,unknown,no,
2172,unknown,single,secondary,no,no,unknown,unknown,no,
2173,unknown,single,secondary,no,yes,cellular,unknown,no,
2174,unknown,single,secondary,no,yes,unknown,unknown,no,
2175,unknown,single,secondary,yes,no,unknown,unknown,no,
2176,unknown,single,tertiary,no,no,cellular,failure,no,
2177,unknown,single,tertiary,no,no,cellular,success,yes,
2178,unknown,single,tertiary,no,no,cellular,unknown,no,
2179,unknown,single,tertiary,no,no,telephone,unknown,no,
2180,unknown,single,tertiary,no,no,unknown,unknown,no,
2181,unknown,single,unknown,no,no,cellular,failure,yes,
2182,unknown,single,unknown,no,no,cellular,success,yes,
2183,unknown,single,unknown,no,no,cellular,unknown,no,
2184,unknown,single,unknown,no,no,telephone,unknown,no,
2185,unknown,single,unknown,no,no,unknown,unknown,no,no
2186,unknown,single,unknown,yes,no,unknown,unknown,no,
